estado,data,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos
AC,2020-03-27,881935,0,0,0,0
AC,2020-03-28,881935,25,25,0,0
AC,2020-03-29,881935,34,9,0,0
AC,2020-03-30,881935,42,8,0,0
AC,2020-03-31,881935,42,0,0,0
AC,2020-04-01,881935,43,1,0,0
AC,2020-04-02,881935,43,0,0,0
AC,2020-04-03,881935,46,3,0,0
AC,2020-04-04,881935,46,0,0,0
AC,2020-04-05,881935,48,2,0,0
AC,2020-04-06,881935,50,2,0,0
AC,2020-04-07,881935,50,0,1,1
AC,2020-04-08,881935,54,4,2,1
AC,2020-04-09,881935,62,8,2,0
AC,2020-04-10,881935,70,8,2,0
AC,2020-04-11,881935,72,2,2,0
AC,2020-04-12,881935,77,5,2,0
AC,2020-04-13,881935,90,13,3,1
AC,2020-04-14,881935,99,9,3,0
AC,2020-04-15,881935,101,2,3,0
AC,2020-04-16,881935,110,9,5,2
AC,2020-04-17,881935,135,25,5,0
AC,2020-04-18,881935,142,7,5,0
AC,2020-04-19,881935,163,21,6,1
AC,2020-04-20,881935,176,13,8,2
AC,2020-04-21,881935,195,19,8,0
AC,2020-04-22,881935,214,19,8,0
AC,2020-04-23,881935,227,13,10,2
AC,2020-04-24,881935,234,7,11,1
AC,2020-04-25,881935,258,24,11,0
AC,2020-04-26,881935,279,21,11,0
AC,2020-04-27,881935,301,22,14,3
AC,2020-04-28,881935,311,10,16,2
AC,2020-04-29,881935,354,43,17,1
AC,2020-04-30,881935,404,50,19,2
AC,2020-05-01,881935,486,82,19,0
AC,2020-05-02,881935,553,67,22,3
AC,2020-05-03,881935,657,104,24,2
AC,2020-05-04,881935,733,76,28,4
AC,2020-05-05,881935,817,84,29,1
AC,2020-05-06,881935,943,126,33,4
AC,2020-05-07,881935,1014,71,36,3
AC,2020-05-08,881935,1177,163,38,2
AC,2020-05-09,881935,1335,158,39,1
AC,2020-05-10,881935,1447,112,41,2
AC,2020-05-11,881935,1460,13,45,4
AC,2020-05-12,881935,1590,130,51,6
AC,2020-05-13,881935,1694,104,52,1
AC,2020-05-14,881935,1740,46,55,3
AC,2020-05-15,881935,1785,45,57,2
AC,2020-05-16,881935,1867,82,59,2
AC,2020-05-17,881935,1997,130,60,1
AC,2020-05-18,881935,2234,237,67,7
AC,2020-05-19,881935,2482,248,72,5
AC,2020-05-20,881935,2817,335,76,4
AC,2020-05-21,881935,3103,286,78,2
AC,2020-05-22,881935,3343,240,80,2
AC,2020-05-23,881935,3867,524,87,7
AC,2020-05-24,881935,4160,293,92,5
AC,2020-05-25,881935,4501,341,97,5
AC,2020-05-26,881935,4781,280,105,8
AC,2020-05-27,881935,5251,470,113,8
AC,2020-05-28,881935,5600,349,122,9
AC,2020-05-29,881935,5841,241,135,13
AC,2020-05-30,881935,6072,231,142,7
AC,2020-05-31,881935,6219,147,148,6
AC,2020-06-01,881935,6326,107,161,13
AC,2020-06-02,881935,6465,139,165,4
AC,2020-06-03,881935,6679,214,171,6
AC,2020-06-04,881935,7021,342,181,10
AC,2020-06-05,881935,7284,263,190,9
AC,2020-06-06,881935,7525,241,201,11
AC,2020-06-07,881935,7983,458,207,6
AC,2020-06-08,881935,8128,145,211,4
AC,2020-06-09,881935,8457,329,223,12
AC,2020-06-10,881935,8746,289,237,14
AC,2020-06-11,881935,9091,345,245,8
AC,2020-06-12,881935,9295,204,254,9
AC,2020-06-13,881935,9534,239,256,2
AC,2020-06-14,881935,9642,108,259,3
AC,2020-06-15,881935,9771,129,265,6
AC,2020-06-16,881935,10003,232,271,6
AC,2020-06-17,881935,10339,336,281,10
AC,2020-06-18,881935,10664,325,287,6
AC,2020-06-19,881935,10987,323,292,5
AC,2020-06-20,881935,11263,276,297,5
AC,2020-06-21,881935,11381,118,300,3
AC,2020-06-22,881935,11539,158,305,5
AC,2020-06-23,881935,11810,271,321,16
AC,2020-06-24,881935,12022,212,326,5
AC,2020-06-25,881935,12304,282,335,9
AC,2020-06-26,881935,12644,340,343,8
AC,2020-06-27,881935,12913,269,351,8
AC,2020-06-28,881935,13058,145,353,2
AC,2020-06-29,881935,13146,88,361,8
AC,2020-06-30,881935,13253,107,365,4
AC,2020-07-01,881935,13715,462,370,5
AC,2020-07-02,881935,14048,333,378,8
AC,2020-07-03,881935,14112,64,387,9
AC,2020-07-04,881935,14487,375,391,4
AC,2020-07-05,881935,14622,135,391,0
AC,2020-07-06,881935,14688,66,394,3
AC,2020-07-07,881935,14941,253,399,5
AC,2020-07-08,881935,15167,226,404,5
AC,2020-07-09,881935,15465,298,411,7
AC,2020-07-10,881935,15768,303,417,6
AC,2020-07-11,881935,16080,312,419,2
AC,2020-07-12,881935,16190,110,426,7
AC,2020-07-13,881935,16260,70,430,4
AC,2020-07-14,881935,16479,219,436,6
AC,2020-07-15,881935,16672,193,446,10
AC,2020-07-16,881935,16865,193,447,1
AC,2020-07-17,881935,16965,100,452,5
AC,2020-07-18,881935,17202,237,457,5
AC,2020-07-19,881935,17295,93,460,3
AC,2020-07-20,881935,17462,167,465,5
AC,2020-07-21,881935,17700,238,469,4
AC,2020-07-22,881935,17979,279,470,1
AC,2020-07-23,881935,18157,178,474,4
AC,2020-07-24,881935,18393,236,480,6
AC,2020-07-25,881935,18657,264,483,3
AC,2020-07-26,881935,18745,88,486,3
AC,2020-07-27,881935,18783,38,493,7
AC,2020-07-28,881935,19132,349,500,7
AC,2020-07-29,881935,19366,234,510,10
AC,2020-07-30,881935,19573,207,521,11
AC,2020-07-31,881935,19625,52,531,10
AC,2020-08-01,881935,19930,305,535,4
AC,2020-08-02,881935,19966,36,537,2
AC,2020-08-03,881935,20339,373,539,2
AC,2020-08-04,881935,20708,369,545,6
AC,2020-08-05,881935,21033,325,547,2
AC,2020-08-06,881935,21263,230,552,5
AC,2020-08-07,881935,21376,113,556,4
AC,2020-08-08,881935,21498,122,559,3
AC,2020-08-09,881935,21587,89,561,2
AC,2020-08-10,881935,21619,32,562,1
AC,2020-08-11,881935,21757,138,565,3
AC,2020-08-12,881935,21993,236,569,4
AC,2020-08-13,881935,22242,249,574,5
AC,2020-08-14,881935,22435,193,576,2
AC,2020-08-15,881935,22516,81,576,0
AC,2020-08-16,881935,22548,32,576,0
AC,2020-08-17,881935,22605,57,582,6
AC,2020-08-18,881935,22933,328,590,8
AC,2020-08-19,881935,23146,213,591,1
AC,2020-08-20,881935,23322,176,595,4
AC,2020-08-21,881935,23337,15,598,3
AC,2020-08-22,881935,23665,328,598,0
AC,2020-08-23,881935,23719,54,600,2
AC,2020-08-24,881935,23729,10,604,4
AC,2020-08-25,881935,23936,207,607,3
AC,2020-08-26,881935,24119,183,607,0
AC,2020-08-27,881935,24269,150,607,0
AC,2020-08-28,881935,24462,193,608,1
AC,2020-08-29,881935,24601,139,608,0
AC,2020-08-30,881935,24638,37,609,1
AC,2020-08-31,881935,24647,9,612,3
AC,2020-09-01,881935,24840,193,616,4
AC,2020-09-02,881935,25027,187,618,2
AC,2020-09-03,881935,25135,108,622,4
AC,2020-09-04,881935,25249,114,623,1
AC,2020-09-05,881935,25408,159,624,1
AC,2020-09-06,881935,25443,35,624,0
AC,2020-09-07,881935,25469,26,624,0
AC,2020-09-08,881935,25494,25,630,6
AC,2020-09-09,881935,25668,174,631,1
AC,2020-09-10,881935,25877,209,635,4
AC,2020-09-11,881935,26004,127,636,1
AC,2020-09-12,881935,26148,144,637,1
AC,2020-09-13,881935,26166,18,640,3
AC,2020-09-14,881935,26176,10,640,0
AC,2020-09-15,881935,26287,111,642,2
AC,2020-09-16,881935,26463,176,643,1
AC,2020-09-17,881935,26716,253,646,3
AC,2020-09-18,881935,26942,226,647,1
AC,2020-09-19,881935,27061,119,648,1
AC,2020-09-20,881935,27079,18,649,1
AC,2020-09-21,881935,27106,27,649,0
AC,2020-09-22,881935,27246,140,651,2
AC,2020-09-23,881935,27397,151,652,1
AC,2020-09-24,881935,27556,159,653,1
AC,2020-09-25,881935,27710,154,654,1
AC,2020-09-26,881935,27859,149,656,2
AC,2020-09-27,881935,27874,15,657,1
AC,2020-09-28,881935,27885,11,657,0
AC,2020-09-29,881935,28030,145,657,0
AC,2020-09-30,881935,28222,192,659,2
AC,2020-10-01,881935,28409,187,661,2
AC,2020-10-02,881935,28555,146,664,3
AC,2020-10-03,881935,28662,107,667,3
AC,2020-10-04,881935,28672,10,667,0
AC,2020-10-05,881935,28687,15,667,0
AC,2020-10-06,881935,28805,118,668,1
AC,2020-10-07,881935,28818,13,668,0
AC,2020-10-08,881935,28834,16,669,1
AC,2020-10-09,881935,29017,183,674,5
AC,2020-10-10,881935,29031,14,674,0
AC,2020-10-11,881935,29050,19,674,0
AC,2020-10-12,881935,29063,13,675,1
AC,2020-10-13,881935,29272,209,675,0
AC,2020-10-14,881935,29301,29,676,1
AC,2020-10-15,881935,29406,105,677,1
AC,2020-10-16,881935,29598,192,679,2
AC,2020-10-17,881935,29693,95,679,0
AC,2020-10-18,881935,29718,25,679,0
AC,2020-10-19,881935,29765,47,679,0
AC,2020-10-20,881935,29865,100,682,3
AC,2020-10-21,881935,29925,60,682,0
AC,2020-10-22,881935,30028,103,685,3
AC,2020-10-23,881935,30121,93,686,1
AC,2020-10-24,881935,30217,96,686,0
AC,2020-10-25,881935,30304,87,687,1
AC,2020-10-26,881935,30317,13,689,2
AC,2020-10-27,881935,30380,63,690,1
AC,2020-10-28,881935,30545,165,691,1
AC,2020-10-29,881935,30638,93,692,1
AC,2020-10-30,881935,30758,120,693,1
AC,2020-10-31,881935,30796,38,693,0
AC,2020-11-01,881935,30951,155,693,0
AC,2020-11-02,881935,30954,3,693,0
AC,2020-11-03,881935,30962,8,695,2
AC,2020-11-04,881935,31218,256,696,1
AC,2020-11-05,881935,31248,30,697,1
AC,2020-11-06,881935,31326,78,697,0
AC,2020-11-07,881935,31575,249,699,2
AC,2020-11-08,881935,31707,132,699,0
AC,2020-11-09,881935,31788,81,701,2
AC,2020-11-10,881935,31926,138,704,3
AC,2020-11-11,881935,32113,187,705,1
AC,2020-11-12,881935,32515,402,707,2
AC,2020-11-13,881935,32661,146,707,0
AC,2020-11-14,881935,32991,330,708,1
AC,2020-11-15,881935,33156,165,708,0
AC,2020-11-16,881935,33295,139,708,0
AC,2020-11-17,881935,33475,180,709,1
AC,2020-11-18,881935,33725,250,709,0
AC,2020-11-19,881935,33976,251,710,1
AC,2020-11-20,881935,34246,270,711,1
AC,2020-11-21,881935,34435,189,713,2
AC,2020-11-22,881935,34626,191,713,0
AC,2020-11-23,881935,34849,223,714,1
AC,2020-11-24,881935,35053,204,715,1
AC,2020-11-25,881935,35188,135,721,6
AC,2020-11-26,881935,35304,116,722,1
AC,2020-11-27,881935,35756,452,722,0
AC,2020-11-28,881935,35920,164,723,1
AC,2020-11-29,881935,36080,160,723,0
AC,2020-11-30,881935,36259,179,723,0
AC,2020-12-01,881935,36563,304,726,3
AC,2020-12-02,881935,36746,183,727,1
AC,2020-12-03,881935,36899,153,730,3
AC,2020-12-04,881935,37152,253,731,1
AC,2020-12-05,881935,37277,125,732,1
AC,2020-12-06,881935,37321,44,732,0
AC,2020-12-07,881935,37428,107,736,4
AC,2020-12-08,881935,37556,128,737,1
AC,2020-12-09,881935,37672,116,742,5
AC,2020-12-10,881935,37902,230,744,2
AC,2020-12-11,881935,38150,248,747,3
AC,2020-12-12,881935,38363,213,749,2
AC,2020-12-13,881935,38412,49,750,1
AC,2020-12-14,881935,38628,216,753,3
AC,2020-12-15,881935,38712,84,755,2
AC,2020-12-16,881935,38938,226,756,1
AC,2020-12-17,881935,39166,228,756,0
AC,2020-12-18,881935,39341,175,757,1
AC,2020-12-19,881935,39869,528,758,1
AC,2020-12-20,881935,39996,127,765,7
AC,2020-12-21,881935,40249,253,767,2
AC,2020-12-22,881935,40314,65,769,2
AC,2020-12-23,881935,40399,85,776,7
AC,2020-12-24,881935,40638,239,779,3
AC,2020-12-25,881935,40723,85,780,1
AC,2020-12-26,881935,40736,13,780,0
AC,2020-12-27,881935,40900,164,785,5
AC,2020-12-28,881935,41010,110,789,4
AC,2020-12-29,881935,41232,222,791,2
AC,2020-12-30,881935,41355,123,793,2
AC,2020-12-31,881935,41620,265,795,2
AC,2021-01-01,881935,41689,69,796,1
AC,2021-01-02,881935,41941,252,798,2
AC,2021-01-03,881935,42046,105,802,4
AC,2021-01-04,881935,42117,71,806,4
AC,2021-01-05,881935,42170,53,808,2
AC,2021-01-06,881935,42378,208,814,6
AC,2021-01-07,881935,42478,100,821,7
AC,2021-01-08,881935,42814,336,823,2
AC,2021-01-09,881935,42908,94,823,0
AC,2021-01-10,881935,43127,219,825,2
AC,2021-01-11,881935,43346,219,826,1
AC,2021-01-12,881935,43432,86,827,1
AC,2021-01-13,881935,43785,353,829,2
AC,2021-01-14,881935,44068,283,832,3
AC,2021-01-15,881935,44156,88,835,3
AC,2021-01-16,881935,44621,465,835,0
AC,2021-01-17,881935,44767,146,836,1
AC,2021-01-18,881935,44775,8,837,1
AC,2021-01-19,881935,45208,433,839,2
AC,2021-01-20,881935,45429,221,840,1
AC,2021-01-21,881935,45729,300,844,4
AC,2021-01-22,881935,45987,258,846,2
AC,2021-01-23,881935,46239,252,848,2
AC,2021-01-24,881935,46429,190,850,2
AC,2021-01-25,881935,46539,110,854,4
AC,2021-01-26,881935,46774,235,856,2
AC,2021-01-27,881935,47119,345,858,2
AC,2021-01-28,881935,47461,342,860,2
AC,2021-01-29,881935,47936,475,861,1
AC,2021-01-30,881935,48347,411,864,3
AC,2021-01-31,881935,48467,120,867,3
AC,2021-02-01,881935,48820,353,873,6
AC,2021-02-02,881935,49049,229,876,3
AC,2021-02-03,881935,49547,498,879,3
AC,2021-02-04,881935,49944,397,882,3
AC,2021-02-05,881935,50122,178,884,2
AC,2021-02-06,881935,50454,332,886,2
AC,2021-02-07,881935,50546,92,888,2
AC,2021-02-08,881935,50694,148,893,5
AC,2021-02-09,881935,51269,575,900,7
AC,2021-02-10,881935,51679,410,902,2
AC,2021-02-11,881935,52172,493,907,5
AC,2021-02-12,881935,52548,376,910,3
AC,2021-02-13,881935,52920,372,917,7
AC,2021-02-14,881935,53027,107,921,4
AC,2021-02-15,881935,53455,428,931,10
AC,2021-02-16,881935,53590,135,932,1
AC,2021-02-17,881935,53892,302,940,8
AC,2021-02-18,881935,54130,238,948,8
AC,2021-02-19,881935,54562,432,951,3
AC,2021-02-20,881935,54743,181,957,6
AC,2021-02-21,881935,54786,43,963,6
AC,2021-02-22,881935,54969,183,968,5
AC,2021-02-23,881935,55591,622,974,6
AC,2021-02-24,881935,55881,290,975,1
AC,2021-02-25,881935,56257,376,982,7
AC,2021-02-26,881935,56731,474,986,4
AC,2021-02-27,881935,57337,606,996,10
AC,2021-02-28,881935,57534,197,998,2
AC,2021-03-01,881935,57894,360,1012,14
AC,2021-03-02,881935,58081,187,1020,8
AC,2021-03-03,881935,58506,425,1030,10
AC,2021-03-04,881935,58884,378,1037,7
AC,2021-03-05,881935,59500,616,1047,10
AC,2021-03-06,881935,60069,569,1054,7
AC,2021-03-07,881935,60288,219,1063,9
AC,2021-03-08,881935,60656,368,1066,3
AC,2021-03-09,881935,60721,65,1071,5
AC,2021-03-10,881935,61121,400,1083,12
AC,2021-03-11,881935,61394,273,1094,11
AC,2021-03-12,881935,61709,315,1106,12
AC,2021-03-13,881935,62332,623,1117,11
AC,2021-03-14,881935,62620,288,1122,5
AC,2021-03-15,881935,62940,320,1129,7
AC,2021-03-16,881935,63378,438,1140,11
AC,2021-03-17,881935,63721,343,1144,4
AC,2021-03-18,881935,64234,513,1156,12
AC,2021-03-19,881935,64878,644,1168,12
AC,2021-03-20,881935,65275,397,1176,8
AC,2021-03-21,881935,65446,171,1181,5
AC,2021-03-22,881935,65959,513,1190,9
AC,2021-03-23,881935,66290,331,1201,11
AC,2021-03-24,881935,66744,454,1210,9
AC,2021-03-25,881935,67292,548,1217,7
AC,2021-03-26,881935,67777,485,1224,7
AC,2021-03-27,881935,68575,798,1229,5
AC,2021-03-28,881935,68742,167,1234,5
AC,2021-03-29,881935,68905,163,1240,6
AC,2021-03-30,881935,69103,198,1253,13
AC,2021-03-31,881935,69657,554,1262,9
AC,2021-04-01,881935,69988,331,1269,7
AC,2021-04-02,881935,70851,863,1280,11
AC,2021-04-03,881935,71062,211,1284,4
AC,2021-04-04,881935,71157,95,1291,7
AC,2021-04-05,881935,71330,173,1298,7
AC,2021-04-06,881935,71420,90,1306,8
AC,2021-04-07,881935,71880,460,1318,12
AC,2021-04-08,881935,72403,523,1325,7
AC,2021-04-09,881935,72897,494,1334,9
AC,2021-04-10,881935,73275,378,1339,5
AC,2021-04-11,881935,73425,150,1343,4
AC,2021-04-12,881935,73613,188,1353,10
AC,2021-04-13,881935,74007,394,1367,14
AC,2021-04-14,881935,74533,526,1374,7
AC,2021-04-15,881935,74664,131,1383,9
AC,2021-04-16,881935,75047,383,1395,12
AC,2021-04-17,881935,75334,287,1405,10
AC,2021-04-18,881935,75405,71,1418,13
AC,2021-04-19,881935,75599,194,1433,15
AC,2021-04-20,881935,75640,41,1445,12
AC,2021-04-21,881935,75879,239,1449,4
AC,2021-04-22,881935,76212,333,1458,9
AC,2021-04-23,881935,76376,164,1465,7
AC,2021-04-24,881935,76603,227,1476,11
AC,2021-04-25,881935,76747,144,1480,4
AC,2021-04-26,881935,76971,224,1488,8
AC,2021-04-27,881935,77146,175,1500,12
AC,2021-04-28,881935,77298,152,1517,17
AC,2021-04-29,881935,77535,237,1525,8
AC,2021-04-30,881935,77803,268,1529,4
AC,2021-05-01,881935,78016,213,1534,5
AC,2021-05-02,881935,78152,136,1546,12
AC,2021-05-03,881935,78325,173,1552,6
AC,2021-05-04,881935,78440,115,1555,3
AC,2021-05-05,881935,78610,170,1563,8
AC,2021-05-06,881935,78889,279,1568,5
AC,2021-05-07,881935,79100,211,1575,7
AC,2021-05-08,881935,79276,176,1585,10
AC,2021-05-09,881935,79351,75,1589,4
AC,2021-05-10,881935,79476,125,1596,7
AC,2021-05-11,881935,79510,34,1599,3
AC,2021-05-12,881935,79718,208,1601,2
AC,2021-05-13,881935,79955,237,1607,6
AC,2021-05-14,881935,80177,222,1608,1
AC,2021-05-15,881935,80338,161,1612,4
AC,2021-05-16,881935,80399,61,1614,2
AC,2021-05-17,881935,80561,162,1620,6
AC,2021-05-18,881935,80590,29,1625,5
AC,2021-05-19,881935,80688,98,1631,6
AC,2021-05-20,881935,80797,109,1632,1
AC,2021-05-21,881935,81235,438,1632,0
AC,2021-05-22,881935,81348,113,1633,1
AC,2021-05-23,881935,81413,65,1635,2
AC,2021-05-24,881935,81505,92,1642,7
AC,2021-05-25,881935,81651,146,1649,7
AC,2021-05-26,881935,81850,199,1652,3
AC,2021-05-27,881935,81980,130,1652,0
AC,2021-05-28,881935,82149,169,1655,3
AC,2021-05-29,881935,82207,58,1657,2
AC,2021-05-30,881935,82478,271,1659,2
AC,2021-05-31,881935,82524,46,1662,3
AC,2021-06-01,881935,82581,57,1669,7
AC,2021-06-02,881935,82753,172,1676,7
AC,2021-06-03,881935,82937,184,1680,4
AC,2021-06-04,881935,83123,186,1682,2
AC,2021-06-05,881935,83240,117,1686,4
AC,2021-06-06,881935,83306,66,1690,4
AC,2021-06-07,881935,83350,44,1692,2
AC,2021-06-08,881935,83409,59,1697,5
AC,2021-06-09,881935,83473,64,1697,0
AL,2020-03-27,3337357,0,0,0,0
AL,2020-03-28,3337357,14,14,0,0
AL,2020-03-29,3337357,17,3,0,0
AL,2020-03-30,3337357,13,-4,0,0
AL,2020-03-31,3337357,14,1,1,1
AL,2020-04-01,3337357,18,4,1,0
AL,2020-04-02,3337357,14,-4,1,0
AL,2020-04-03,3337357,19,5,2,1
AL,2020-04-04,3337357,19,0,2,0
AL,2020-04-05,3337357,23,4,2,0
AL,2020-04-06,3337357,26,3,2,0
AL,2020-04-07,3337357,26,0,2,0
AL,2020-04-08,3337357,31,5,2,0
AL,2020-04-09,3337357,31,0,2,0
AL,2020-04-10,3337357,38,7,2,0
AL,2020-04-11,3337357,41,3,2,0
AL,2020-04-12,3337357,41,0,2,0
AL,2020-04-13,3337357,43,2,2,0
AL,2020-04-14,3337357,65,22,3,1
AL,2020-04-15,3337357,74,9,4,1
AL,2020-04-16,3337357,82,8,4,0
AL,2020-04-17,3337357,103,21,6,2
AL,2020-04-18,3337357,124,21,8,2
AL,2020-04-19,3337357,151,27,13,5
AL,2020-04-20,3337357,163,12,16,3
AL,2020-04-21,3337357,202,39,17,1
AL,2020-04-22,3337357,235,33,18,1
AL,2020-04-23,3337357,316,81,20,2
AL,2020-04-24,3337357,404,88,25,5
AL,2020-04-25,3337357,492,88,27,2
AL,2020-04-26,3337357,550,58,30,3
AL,2020-04-27,3337357,632,82,32,2
AL,2020-04-28,3337357,766,134,34,2
AL,2020-04-29,3337357,946,180,39,5
AL,2020-04-30,3337357,1034,88,45,6
AL,2020-05-01,3337357,1215,181,51,6
AL,2020-05-02,3337357,1360,145,56,5
AL,2020-05-03,3337357,1430,70,62,6
AL,2020-05-04,3337357,1527,97,70,8
AL,2020-05-05,3337357,1595,68,78,8
AL,2020-05-06,3337357,1692,97,87,9
AL,2020-05-07,3337357,1856,164,96,9
AL,2020-05-08,3337357,2022,166,106,10
AL,2020-05-09,3337357,2160,138,112,6
AL,2020-05-10,3337357,2245,85,123,11
AL,2020-05-11,3337357,2330,85,135,12
AL,2020-05-12,3337357,2563,233,147,12
AL,2020-05-13,3337357,2744,181,161,14
AL,2020-05-14,3337357,2955,211,174,13
AL,2020-05-15,3337357,3195,240,184,10
AL,2020-05-16,3337357,3571,376,196,12
AL,2020-05-17,3337357,3795,224,207,11
AL,2020-05-18,3337357,4008,213,218,11
AL,2020-05-19,3337357,4291,283,228,10
AL,2020-05-20,3337357,4412,121,248,20
AL,2020-05-21,3337357,4888,476,259,11
AL,2020-05-22,3337357,5273,385,277,18
AL,2020-05-23,3337357,5598,325,298,21
AL,2020-05-24,3337357,6181,583,313,15
AL,2020-05-25,3337357,6647,466,334,21
AL,2020-05-26,3337357,7020,373,351,17
AL,2020-05-27,3337357,7541,521,365,14
AL,2020-05-28,3337357,8016,475,382,17
AL,2020-05-29,3337357,8577,561,403,21
AL,2020-05-30,3337357,9173,596,421,18
AL,2020-05-31,3337357,10238,1065,439,18
AL,2020-06-01,3337357,10786,548,457,18
AL,2020-06-02,3337357,11507,721,478,21
AL,2020-06-03,3337357,12354,847,502,24
AL,2020-06-04,3337357,13043,689,527,25
AL,2020-06-05,3337357,13881,838,553,26
AL,2020-06-06,3337357,14756,875,578,25
AL,2020-06-07,3337357,15640,884,596,18
AL,2020-06-08,3337357,15641,1,596,0
AL,2020-06-09,3337357,17125,1484,635,39
AL,2020-06-10,3337357,18104,979,655,20
AL,2020-06-11,3337357,19125,1021,676,21
AL,2020-06-12,3337357,19954,829,696,20
AL,2020-06-13,3337357,20807,853,718,22
AL,2020-06-14,3337357,22118,1311,739,21
AL,2020-06-15,3337357,22880,762,763,24
AL,2020-06-16,3337357,23550,670,788,25
AL,2020-06-17,3337357,24783,1233,806,18
AL,2020-06-18,3337357,25547,764,825,19
AL,2020-06-19,3337357,26819,1272,842,17
AL,2020-06-20,3337357,27610,791,860,18
AL,2020-06-21,3337357,28566,956,878,18
AL,2020-06-22,3337357,29302,736,896,18
AL,2020-06-23,3337357,30154,852,913,17
AL,2020-06-24,3337357,31132,978,931,18
AL,2020-06-25,3337357,31967,835,951,20
AL,2020-06-26,3337357,32766,799,968,17
AL,2020-06-27,3337357,33423,657,986,18
AL,2020-06-28,3337357,34214,791,1005,19
AL,2020-06-29,3337357,35019,805,1025,20
AL,2020-06-30,3337357,35859,840,1045,20
AL,2020-07-01,3337357,36716,857,1065,20
AL,2020-07-02,3337357,37221,505,1084,19
AL,2020-07-03,3337357,38290,1069,1106,22
AL,2020-07-04,3337357,39140,850,1127,21
AL,2020-07-05,3337357,39819,679,1146,19
AL,2020-07-06,3337357,40453,634,1165,19
AL,2020-07-07,3337357,41406,953,1185,20
AL,2020-07-08,3337357,42202,796,1206,21
AL,2020-07-09,3337357,43070,868,1223,17
AL,2020-07-10,3337357,43838,768,1239,16
AL,2020-07-11,3337357,44512,674,1257,18
AL,2020-07-12,3337357,45209,697,1274,17
AL,2020-07-13,3337357,46173,964,1290,16
AL,2020-07-14,3337357,46881,708,1307,17
AL,2020-07-15,3337357,47740,859,1324,17
AL,2020-07-16,3337357,48609,869,1341,17
AL,2020-07-17,3337357,49124,515,1358,17
AL,2020-07-18,3337357,49454,330,1374,16
AL,2020-07-19,3337357,49949,495,1390,16
AL,2020-07-20,3337357,50178,229,1406,16
AL,2020-07-21,3337357,50821,643,1421,15
AL,2020-07-22,3337357,51549,728,1436,15
AL,2020-07-23,3337357,52396,847,1450,14
AL,2020-07-24,3337357,53579,1183,1464,14
AL,2020-07-25,3337357,54594,1015,1479,15
AL,2020-07-26,3337357,55239,645,1493,14
AL,2020-07-27,3337357,56067,828,1507,14
AL,2020-07-28,3337357,57002,935,1520,13
AL,2020-07-29,3337357,57975,973,1533,13
AL,2020-07-30,3337357,58824,849,1546,13
AL,2020-07-31,3337357,59566,742,1559,13
AL,2020-08-01,3337357,60831,1265,1573,14
AL,2020-08-02,3337357,62070,1239,1586,13
AL,2020-08-03,3337357,62597,527,1599,13
AL,2020-08-04,3337357,63168,571,1613,14
AL,2020-08-05,3337357,64010,842,1625,12
AL,2020-08-06,3337357,64910,900,1635,10
AL,2020-08-07,3337357,65731,821,1646,11
AL,2020-08-08,3337357,66563,832,1657,11
AL,2020-08-09,3337357,67428,865,1669,12
AL,2020-08-10,3337357,68052,624,1680,11
AL,2020-08-11,3337357,68750,698,1692,12
AL,2020-08-12,3337357,69565,815,1703,11
AL,2020-08-13,3337357,70442,877,1713,10
AL,2020-08-14,3337357,71043,601,1724,11
AL,2020-08-15,3337357,71887,844,1734,10
AL,2020-08-16,3337357,72544,657,1745,11
AL,2020-08-17,3337357,72747,203,1755,10
AL,2020-08-18,3337357,73509,762,1766,11
AL,2020-08-19,3337357,73945,436,1776,10
AL,2020-08-20,3337357,74427,482,1785,9
AL,2020-08-21,3337357,74643,216,1794,9
AL,2020-08-22,3337357,75274,631,1802,8
AL,2020-08-23,3337357,75661,387,1810,8
AL,2020-08-24,3337357,76298,637,1819,9
AL,2020-08-25,3337357,76698,400,1828,9
AL,2020-08-26,3337357,77121,423,1836,8
AL,2020-08-27,3337357,77558,437,1845,9
AL,2020-08-28,3337357,77977,419,1853,8
AL,2020-08-29,3337357,78286,309,1862,9
AL,2020-08-30,3337357,78440,154,1870,8
AL,2020-08-31,3337357,78606,166,1879,9
AL,2020-09-01,3337357,79059,453,1887,8
AL,2020-09-02,3337357,79351,292,1894,7
AL,2020-09-03,3337357,79598,247,1902,8
AL,2020-09-04,3337357,79903,305,1909,7
AL,2020-09-05,3337357,80262,359,1916,7
AL,2020-09-06,3337357,80517,255,1922,6
AL,2020-09-07,3337357,80586,69,1928,6
AL,2020-09-08,3337357,80666,80,1935,7
AL,2020-09-09,3337357,80890,224,1941,6
AL,2020-09-10,3337357,81128,238,1949,8
AL,2020-09-11,3337357,81388,260,1957,8
AL,2020-09-12,3337357,82020,632,1964,7
AL,2020-09-13,3337357,82222,202,1971,7
AL,2020-09-14,3337357,82324,102,1977,6
AL,2020-09-15,3337357,82587,263,1983,6
AL,2020-09-16,3337357,82975,388,1988,5
AL,2020-09-17,3337357,83027,52,1994,6
AL,2020-09-18,3337357,83290,263,2000,6
AL,2020-09-19,3337357,83942,652,2006,6
AL,2020-09-20,3337357,84500,558,2011,5
AL,2020-09-21,3337357,84712,212,2016,5
AL,2020-09-22,3337357,85000,288,2021,5
