Região,UF,Data,População,Casos Acumulados,Novos Casos,Óbitos Acumulados,Novos Óbitos,Região Metropolitana,Ano,Semana
Norte,PA,2020-04-25,2510274.0,1381.0,226.0,70.0,17.0,Grande Belém,2020,2020-04-20
Norte,PA,2020-04-26,2510274.0,1447.0,66.0,73.0,3.0,Grande Belém,2020,2020-04-20
Norte,PA,2020-04-27,2510274.0,1641.0,194.0,80.0,7.0,Grande Belém,2020,2020-04-27
Norte,PA,2020-04-28,2510274.0,1713.0,72.0,83.0,3.0,Grande Belém,2020,2020-04-27
Norte,PA,2020-04-29,2510274.0,1824.0,111.0,90.0,7.0,Grande Belém,2020,2020-04-27
Norte,PA,2020-04-30,2510274.0,2115.0,291.0,147.0,57.0,Grande Belém,2020,2020-04-27
Norte,PA,2020-05-01,2510274.0,2317.0,202.0,166.0,19.0,Grande Belém,2020,2020-04-27
Norte,PA,2020-05-02,2510274.0,2485.0,168.0,189.0,23.0,Grande Belém,2020,2020-04-27
Norte,PA,2020-05-03,2510274.0,2705.0,220.0,215.0,26.0,Grande Belém,2020,2020-04-27
Norte,PA,2020-05-04,2510274.0,2842.0,137.0,222.0,7.0,Grande Belém,2020,2020-05-04
Norte,PA,2020-05-05,2510274.0,3051.0,209.0,239.0,17.0,Grande Belém,2020,2020-05-04
Norte,PA,2020-05-06,2510274.0,3482.0,431.0,254.0,15.0,Grande Belém,2020,2020-05-04
Norte,PA,2020-05-07,2510274.0,3823.0,341.0,263.0,9.0,Grande Belém,2020,2020-05-04
Norte,PA,2020-05-08,2510274.0,4167.0,344.0,342.0,79.0,Grande Belém,2020,2020-05-04
Norte,PA,2020-05-09,2510274.0,4476.0,309.0,371.0,29.0,Grande Belém,2020,2020-05-04
Norte,PA,2020-05-10,2510274.0,4679.0,203.0,429.0,58.0,Grande Belém,2020,2020-05-04
Norte,PA,2020-05-11,2510274.0,4785.0,106.0,463.0,34.0,Grande Belém,2020,2020-05-11
Norte,PA,2020-05-12,2510274.0,5279.0,494.0,582.0,119.0,Grande Belém,2020,2020-05-11
Norte,PA,2020-05-13,2510274.0,5777.0,498.0,642.0,60.0,Grande Belém,2020,2020-05-11
Norte,PA,2020-05-14,2510274.0,6398.0,621.0,736.0,94.0,Grande Belém,2020,2020-05-11
Norte,PA,2020-05-15,2510274.0,7075.0,677.0,788.0,52.0,Grande Belém,2020,2020-05-11
Norte,PA,2020-05-16,2510274.0,7644.0,569.0,825.0,37.0,Grande Belém,2020,2020-05-11
Norte,PA,2020-05-17,2510274.0,8009.0,365.0,852.0,27.0,Grande Belém,2020,2020-05-11
Norte,PA,2020-05-18,2510274.0,8472.0,463.0,868.0,16.0,Grande Belém,2020,2020-05-18
Norte,PA,2020-05-19,2510274.0,9114.0,642.0,987.0,119.0,Grande Belém,2020,2020-05-18
Norte,PA,2020-05-20,2510274.0,9634.0,520.0,1058.0,71.0,Grande Belém,2020,2020-05-18
Norte,PA,2020-05-21,2510274.0,10322.0,688.0,1224.0,166.0,Grande Belém,2020,2020-05-18
Norte,PA,2020-05-22,2510274.0,11057.0,735.0,1265.0,41.0,Grande Belém,2020,2020-05-18
Norte,PA,2020-05-23,2510274.0,11723.0,666.0,1289.0,24.0,Grande Belém,2020,2020-05-18
Norte,PA,2020-05-24,2510274.0,12571.0,848.0,1359.0,70.0,Grande Belém,2020,2020-05-18
Norte,PA,2020-05-25,2510274.0,13315.0,744.0,1483.0,124.0,Grande Belém,2020,2020-05-25
Norte,PA,2020-05-26,2510274.0,13949.0,634.0,1532.0,49.0,Grande Belém,2020,2020-05-25
Norte,PA,2020-05-27,2510274.0,14679.0,730.0,1547.0,15.0,Grande Belém,2020,2020-05-25
Norte,PA,2020-05-28,2510274.0,15444.0,765.0,1638.0,91.0,Grande Belém,2020,2020-05-25
Norte,PA,2020-05-29,2510274.0,16203.0,759.0,1695.0,57.0,Grande Belém,2020,2020-05-25
Norte,PA,2020-05-30,2510274.0,16391.0,188.0,1736.0,41.0,Grande Belém,2020,2020-05-25
Norte,PA,2020-05-31,2510274.0,16553.0,162.0,1745.0,9.0,Grande Belém,2020,2020-05-25
Norte,PA,2020-06-01,2510274.0,16569.0,16.0,1746.0,1.0,Grande Belém,2020,2020-06-01
Norte,PA,2020-06-02,2510274.0,17568.0,999.0,1785.0,39.0,Grande Belém,2020,2020-06-01
Norte,PA,2020-06-03,2510274.0,18314.0,746.0,1849.0,64.0,Grande Belém,2020,2020-06-01
Norte,PA,2020-06-04,2510274.0,18808.0,494.0,2003.0,154.0,Grande Belém,2020,2020-06-01
Norte,PA,2020-06-05,2510274.0,19467.0,659.0,2058.0,55.0,Grande Belém,2020,2020-06-01
Norte,PA,2020-06-06,2510274.0,20002.0,535.0,2090.0,32.0,Grande Belém,2020,2020-06-01
Norte,PA,2020-06-07,2510274.0,20187.0,185.0,2113.0,23.0,Grande Belém,2020,2020-06-01
Norte,PA,2020-06-08,2510274.0,20449.0,262.0,2142.0,29.0,Grande Belém,2020,2020-06-08
Norte,PA,2020-06-09,2510274.0,21064.0,615.0,2177.0,35.0,Grande Belém,2020,2020-06-08
Norte,PA,2020-06-10,2510274.0,21799.0,735.0,2193.0,16.0,Grande Belém,2020,2020-06-08
Norte,PA,2020-06-11,2510274.0,22101.0,302.0,2224.0,31.0,Grande Belém,2020,2020-06-08
Norte,PA,2020-06-12,2510274.0,22461.0,360.0,2269.0,45.0,Grande Belém,2020,2020-06-08
Norte,PA,2020-06-13,2510274.0,23143.0,682.0,2293.0,24.0,Grande Belém,2020,2020-06-08
Norte,PA,2020-06-14,2510274.0,23297.0,154.0,2288.0,-5.0,Grande Belém,2020,2020-06-08
Norte,PA,2020-06-15,2510274.0,23110.0,-187.0,2295.0,7.0,Grande Belém,2020,2020-06-15
Norte,PA,2020-06-16,2510274.0,23424.0,314.0,2330.0,35.0,Grande Belém,2020,2020-06-15
Norte,PA,2020-06-17,2510274.0,23754.0,330.0,2364.0,34.0,Grande Belém,2020,2020-06-15
Norte,PA,2020-06-18,2510274.0,24040.0,286.0,2380.0,16.0,Grande Belém,2020,2020-06-15
Norte,PA,2020-06-19,2510274.0,24635.0,595.0,2406.0,26.0,Grande Belém,2020,2020-06-15
Norte,PA,2020-06-20,2510274.0,24967.0,332.0,2420.0,14.0,Grande Belém,2020,2020-06-15
Norte,PA,2020-06-21,2510274.0,25187.0,220.0,2445.0,25.0,Grande Belém,2020,2020-06-15
Norte,PA,2020-06-22,2510274.0,25289.0,102.0,2449.0,4.0,Grande Belém,2020,2020-06-22
Norte,PA,2020-06-23,2510274.0,25691.0,402.0,2478.0,29.0,Grande Belém,2020,2020-06-22
Norte,PA,2020-06-24,2510274.0,26015.0,324.0,2497.0,19.0,Grande Belém,2020,2020-06-22
Norte,PA,2020-06-25,2510274.0,26358.0,343.0,2500.0,3.0,Grande Belém,2020,2020-06-22
Norte,PA,2020-06-26,2510274.0,26693.0,335.0,2516.0,16.0,Grande Belém,2020,2020-06-22
Norte,PA,2020-06-27,2510274.0,26900.0,207.0,2525.0,9.0,Grande Belém,2020,2020-06-22
Norte,PA,2020-06-28,2510274.0,27086.0,186.0,2530.0,5.0,Grande Belém,2020,2020-06-22
Norte,PA,2020-06-29,2510274.0,27338.0,252.0,2533.0,3.0,Grande Belém,2020,2020-06-29
Norte,PA,2020-06-30,2510274.0,27732.0,394.0,2539.0,6.0,Grande Belém,2020,2020-06-29
Norte,PA,2020-07-01,2510274.0,27927.0,195.0,2549.0,10.0,Grande Belém,2020,2020-06-29
Norte,PA,2020-07-02,2510274.0,28212.0,285.0,2567.0,18.0,Grande Belém,2020,2020-06-29
Norte,PA,2020-07-03,2510274.0,28662.0,450.0,2583.0,16.0,Grande Belém,2020,2020-06-29
Norte,PA,2020-07-04,2510274.0,29043.0,381.0,2591.0,8.0,Grande Belém,2020,2020-06-29
Norte,PA,2020-07-05,2510274.0,29527.0,484.0,2600.0,9.0,Grande Belém,2020,2020-06-29
Norte,PA,2020-07-06,2510274.0,29623.0,96.0,2604.0,4.0,Grande Belém,2020,2020-07-06
Norte,PA,2020-07-07,2510274.0,29942.0,319.0,2611.0,7.0,Grande Belém,2020,2020-07-06
Norte,PA,2020-07-08,2510274.0,30239.0,297.0,2622.0,11.0,Grande Belém,2020,2020-07-06
Norte,PA,2020-07-09,2510274.0,30473.0,234.0,2637.0,15.0,Grande Belém,2020,2020-07-06
Norte,PA,2020-07-10,2510274.0,30668.0,195.0,2643.0,6.0,Grande Belém,2020,2020-07-06
Norte,PA,2020-07-11,2510274.0,30919.0,251.0,2649.0,6.0,Grande Belém,2020,2020-07-06
Norte,PA,2020-07-12,2510274.0,31030.0,111.0,2656.0,7.0,Grande Belém,2020,2020-07-06
Norte,PA,2020-07-13,2510274.0,31198.0,168.0,2657.0,1.0,Grande Belém,2020,2020-07-13
Norte,PA,2020-07-14,2510274.0,31516.0,318.0,2663.0,6.0,Grande Belém,2020,2020-07-13
Norte,PA,2020-07-15,2510274.0,31905.0,389.0,2670.0,7.0,Grande Belém,2020,2020-07-13
Norte,PA,2020-07-16,2510274.0,32183.0,278.0,2674.0,4.0,Grande Belém,2020,2020-07-13
Norte,PA,2020-07-17,2510274.0,32517.0,334.0,2693.0,19.0,Grande Belém,2020,2020-07-13
Norte,PA,2020-07-18,2510274.0,32862.0,345.0,2698.0,5.0,Grande Belém,2020,2020-07-13
Norte,PA,2020-07-19,2510274.0,33091.0,229.0,2707.0,9.0,Grande Belém,2020,2020-07-13
Norte,PA,2020-07-20,2510274.0,33709.0,618.0,2716.0,9.0,Grande Belém,2020,2020-07-20
Norte,PA,2020-07-21,2510274.0,34124.0,415.0,2719.0,3.0,Grande Belém,2020,2020-07-20
Norte,PA,2020-07-22,2510274.0,34317.0,193.0,2723.0,4.0,Grande Belém,2020,2020-07-20
Norte,PA,2020-07-23,2510274.0,34575.0,258.0,2728.0,5.0,Grande Belém,2020,2020-07-20
Norte,PA,2020-07-24,2510274.0,34757.0,182.0,2731.0,3.0,Grande Belém,2020,2020-07-20
Norte,PA,2020-07-25,2510274.0,34908.0,151.0,2739.0,8.0,Grande Belém,2020,2020-07-20
Norte,PA,2020-07-26,2510274.0,35055.0,147.0,2747.0,8.0,Grande Belém,2020,2020-07-20
Norte,PA,2020-07-27,2510274.0,35164.0,109.0,2749.0,2.0,Grande Belém,2020,2020-07-27
Norte,PA,2020-07-28,2510274.0,35265.0,101.0,2731.0,-18.0,Grande Belém,2020,2020-07-27
Norte,PA,2020-07-29,2510274.0,35194.0,-71.0,2692.0,-39.0,Grande Belém,2020,2020-07-27
Norte,PA,2020-07-30,2510274.0,35373.0,179.0,2692.0,0.0,Grande Belém,2020,2020-07-27
Norte,PA,2020-07-31,2510274.0,35652.0,279.0,2699.0,7.0,Grande Belém,2020,2020-07-27
Norte,PA,2020-08-01,2510274.0,35874.0,222.0,2705.0,6.0,Grande Belém,2020,2020-07-27
Norte,PA,2020-08-02,2510274.0,35994.0,120.0,2712.0,7.0,Grande Belém,2020,2020-07-27
Norte,PA,2020-08-03,2510274.0,36116.0,122.0,2715.0,3.0,Grande Belém,2020,2020-08-03
Norte,PA,2020-08-04,2510274.0,36618.0,502.0,2717.0,2.0,Grande Belém,2020,2020-08-03
Norte,PA,2020-08-05,2510274.0,37193.0,575.0,2725.0,8.0,Grande Belém,2020,2020-08-03
Norte,PA,2020-08-06,2510274.0,37915.0,722.0,2729.0,4.0,Grande Belém,2020,2020-08-03
Norte,PA,2020-08-07,2510274.0,38288.0,373.0,2735.0,6.0,Grande Belém,2020,2020-08-03
Norte,PA,2020-08-08,2510274.0,38751.0,463.0,2741.0,6.0,Grande Belém,2020,2020-08-03
Norte,PA,2020-08-09,2510274.0,38889.0,138.0,2743.0,2.0,Grande Belém,2020,2020-08-03
Norte,PA,2020-08-10,2510274.0,38985.0,96.0,2744.0,1.0,Grande Belém,2020,2020-08-10
Norte,PA,2020-08-11,2510274.0,39192.0,207.0,2747.0,3.0,Grande Belém,2020,2020-08-10
Norte,PA,2020-08-12,2510274.0,39479.0,287.0,2747.0,0.0,Grande Belém,2020,2020-08-10
Norte,PA,2020-08-13,2510274.0,39671.0,192.0,2751.0,4.0,Grande Belém,2020,2020-08-10
Norte,PA,2020-08-14,2510274.0,39901.0,230.0,2753.0,2.0,Grande Belém,2020,2020-08-10
Norte,PA,2020-08-15,2510274.0,40038.0,137.0,2755.0,2.0,Grande Belém,2020,2020-08-10
Norte,PA,2020-08-16,2510274.0,40257.0,219.0,2756.0,1.0,Grande Belém,2020,2020-08-10
Norte,PA,2020-08-17,2510274.0,40331.0,74.0,2756.0,0.0,Grande Belém,2020,2020-08-17
Norte,PA,2020-08-18,2510274.0,40541.0,210.0,2761.0,5.0,Grande Belém,2020,2020-08-17
Norte,PA,2020-08-19,2510274.0,40724.0,183.0,2767.0,6.0,Grande Belém,2020,2020-08-17
Norte,PA,2020-08-20,2510274.0,40885.0,161.0,2768.0,1.0,Grande Belém,2020,2020-08-17
Norte,PA,2020-08-21,2510274.0,41195.0,310.0,2770.0,2.0,Grande Belém,2020,2020-08-17
Norte,PA,2020-08-22,2510274.0,41493.0,298.0,2770.0,0.0,Grande Belém,2020,2020-08-17
Norte,PA,2020-08-23,2510274.0,41695.0,202.0,2774.0,4.0,Grande Belém,2020,2020-08-17
Norte,PA,2020-08-24,2510274.0,41775.0,80.0,2777.0,3.0,Grande Belém,2020,2020-08-24
Norte,PA,2020-08-25,2510274.0,42117.0,342.0,2782.0,5.0,Grande Belém,2020,2020-08-24
Norte,PA,2020-08-26,2510274.0,42359.0,242.0,2783.0,1.0,Grande Belém,2020,2020-08-24
Norte,PA,2020-08-27,2510274.0,42603.0,244.0,2783.0,0.0,Grande Belém,2020,2020-08-24
Norte,PA,2020-08-28,2510274.0,42809.0,206.0,2784.0,1.0,Grande Belém,2020,2020-08-24
Norte,PA,2020-08-29,2510274.0,43043.0,234.0,2786.0,2.0,Grande Belém,2020,2020-08-24
Norte,PA,2020-08-30,2510274.0,43594.0,551.0,2788.0,2.0,Grande Belém,2020,2020-08-24
Norte,PA,2020-08-31,2510274.0,43825.0,231.0,2790.0,2.0,Grande Belém,2020,2020-08-31
Norte,PA,2020-09-01,2510274.0,44069.0,244.0,2796.0,6.0,Grande Belém,2020,2020-08-31
Norte,PA,2020-09-02,2510274.0,44396.0,327.0,2800.0,4.0,Grande Belém,2020,2020-08-31
Norte,PA,2020-09-03,2510274.0,44762.0,366.0,2803.0,3.0,Grande Belém,2020,2020-08-31
Norte,PA,2020-09-04,2510274.0,45085.0,323.0,2808.0,5.0,Grande Belém,2020,2020-08-31
Norte,PA,2020-09-05,2510274.0,45476.0,391.0,2810.0,2.0,Grande Belém,2020,2020-08-31
Norte,PA,2020-09-06,2510274.0,45699.0,223.0,2814.0,4.0,Grande Belém,2020,2020-08-31
Norte,PA,2020-09-07,2510274.0,45893.0,194.0,2814.0,0.0,Grande Belém,2020,2020-09-07
Norte,PA,2020-09-08,2510274.0,45984.0,91.0,2816.0,2.0,Grande Belém,2020,2020-09-07
Norte,PA,2020-09-09,2510274.0,46147.0,163.0,2820.0,4.0,Grande Belém,2020,2020-09-07
Norte,PA,2020-09-10,2510274.0,46401.0,254.0,2823.0,3.0,Grande Belém,2020,2020-09-07
Norte,PA,2020-09-11,2510274.0,46906.0,505.0,2827.0,4.0,Grande Belém,2020,2020-09-07
Norte,PA,2020-09-12,2510274.0,47091.0,185.0,2829.0,2.0,Grande Belém,2020,2020-09-07
Norte,PA,2020-09-13,2510274.0,47314.0,223.0,2842.0,13.0,Grande Belém,2020,2020-09-07
Norte,PA,2020-09-14,2510274.0,47320.0,6.0,2851.0,9.0,Grande Belém,2020,2020-09-14
Norte,PA,2020-09-15,2510274.0,47591.0,271.0,2855.0,4.0,Grande Belém,2020,2020-09-14
Norte,PA,2020-09-16,2510274.0,47847.0,256.0,2861.0,6.0,Grande Belém,2020,2020-09-14
Norte,PA,2020-09-17,2510274.0,48048.0,201.0,2866.0,5.0,Grande Belém,2020,2020-09-14
Norte,PA,2020-09-18,2510274.0,48176.0,128.0,2869.0,3.0,Grande Belém,2020,2020-09-14
Norte,PA,2020-09-19,2510274.0,48455.0,279.0,2870.0,1.0,Grande Belém,2020,2020-09-14
Norte,PA,2020-09-20,2510274.0,48479.0,24.0,2876.0,6.0,Grande Belém,2020,2020-09-14
Norte,PA,2020-09-21,2510274.0,48499.0,20.0,2877.0,1.0,Grande Belém,2020,2020-09-21
Norte,PA,2020-09-22,2510274.0,48761.0,262.0,2881.0,4.0,Grande Belém,2020,2020-09-21
Norte,PA,2020-09-23,2510274.0,48997.0,236.0,2883.0,2.0,Grande Belém,2020,2020-09-21
Norte,PA,2020-09-24,2510274.0,49314.0,317.0,2886.0,3.0,Grande Belém,2020,2020-09-21
Norte,PA,2020-09-25,2510274.0,49531.0,217.0,2848.0,-38.0,Grande Belém,2020,2020-09-21
Norte,PA,2020-09-26,2510274.0,49844.0,313.0,2900.0,52.0,Grande Belém,2020,2020-09-21
Norte,PA,2020-09-27,2510274.0,49940.0,96.0,2905.0,5.0,Grande Belém,2020,2020-09-21
Norte,PA,2020-09-28,2510274.0,49956.0,16.0,2906.0,1.0,Grande Belém,2020,2020-09-28
Norte,PA,2020-09-29,2510274.0,50143.0,187.0,2910.0,4.0,Grande Belém,2020,2020-09-28
Norte,PA,2020-09-30,2510274.0,50404.0,261.0,2914.0,4.0,Grande Belém,2020,2020-09-28
Norte,PA,2020-10-01,2510274.0,50769.0,365.0,2916.0,2.0,Grande Belém,2020,2020-09-28
Norte,PA,2020-10-02,2510274.0,51003.0,234.0,2916.0,0.0,Grande Belém,2020,2020-09-28
Norte,PA,2020-10-03,2510274.0,51294.0,291.0,2920.0,4.0,Grande Belém,2020,2020-09-28
Norte,PA,2020-10-04,2510274.0,51319.0,25.0,2922.0,2.0,Grande Belém,2020,2020-09-28
Norte,PA,2020-10-05,2510274.0,51325.0,6.0,2927.0,5.0,Grande Belém,2020,2020-10-05
Norte,PA,2020-10-06,2510274.0,51533.0,208.0,2931.0,4.0,Grande Belém,2020,2020-10-05
Norte,PA,2020-10-07,2510274.0,51942.0,409.0,2931.0,0.0,Grande Belém,2020,2020-10-05
Norte,PA,2020-10-08,2510274.0,52202.0,260.0,2933.0,2.0,Grande Belém,2020,2020-10-05
Norte,PA,2020-10-09,2510274.0,52350.0,148.0,2938.0,5.0,Grande Belém,2020,2020-10-05
Norte,PA,2020-10-10,2510274.0,52420.0,70.0,2939.0,1.0,Grande Belém,2020,2020-10-05
Norte,PA,2020-10-11,2510274.0,52421.0,1.0,2940.0,1.0,Grande Belém,2020,2020-10-05
Norte,PA,2020-10-12,2510274.0,52421.0,0.0,2941.0,1.0,Grande Belém,2020,2020-10-12
Norte,PA,2020-10-13,2510274.0,52450.0,29.0,2941.0,0.0,Grande Belém,2020,2020-10-12
Norte,PA,2020-10-14,2510274.0,52691.0,241.0,2942.0,1.0,Grande Belém,2020,2020-10-12
Norte,PA,2020-10-15,2510274.0,52855.0,164.0,2944.0,2.0,Grande Belém,2020,2020-10-12
Norte,PA,2020-10-16,2510274.0,53176.0,321.0,2944.0,0.0,Grande Belém,2020,2020-10-12
Norte,PA,2020-10-17,2510274.0,53430.0,254.0,2945.0,1.0,Grande Belém,2020,2020-10-12
Norte,PA,2020-10-18,2510274.0,53600.0,170.0,2945.0,0.0,Grande Belém,2020,2020-10-12
Norte,PA,2020-10-19,2510274.0,53608.0,8.0,2947.0,2.0,Grande Belém,2020,2020-10-19
Norte,PA,2020-10-20,2510274.0,53905.0,297.0,2947.0,0.0,Grande Belém,2020,2020-10-19
Norte,PA,2020-10-21,2510274.0,54276.0,371.0,2948.0,1.0,Grande Belém,2020,2020-10-19
Norte,PA,2020-10-22,2510274.0,54827.0,551.0,2952.0,4.0,Grande Belém,2020,2020-10-19
Norte,PA,2020-10-23,2510274.0,55230.0,403.0,2957.0,5.0,Grande Belém,2020,2020-10-19
Norte,PA,2020-10-24,2510274.0,55987.0,757.0,2962.0,5.0,Grande Belém,2020,2020-10-19
Norte,PA,2020-10-25,2510274.0,56603.0,616.0,2965.0,3.0,Grande Belém,2020,2020-10-19
Norte,PA,2020-10-26,2510274.0,57148.0,545.0,2967.0,2.0,Grande Belém,2020,2020-10-26
Norte,PA,2020-10-27,2510274.0,57711.0,563.0,2969.0,2.0,Grande Belém,2020,2020-10-26
Norte,PA,2020-10-28,2510274.0,58180.0,469.0,2969.0,0.0,Grande Belém,2020,2020-10-26
Norte,PA,2020-10-29,2510274.0,58652.0,472.0,2970.0,1.0,Grande Belém,2020,2020-10-26
Norte,PA,2020-10-30,2510274.0,59114.0,462.0,2971.0,1.0,Grande Belém,2020,2020-10-26
Norte,PA,2020-10-31,2510274.0,59335.0,221.0,2972.0,1.0,Grande Belém,2020,2020-10-26
Norte,PA,2020-11-01,2510274.0,59460.0,125.0,2975.0,3.0,Grande Belém,2020,2020-10-26
Norte,PA,2020-11-02,2510274.0,59582.0,122.0,2977.0,2.0,Grande Belém,2020,2020-11-02
Norte,PA,2020-11-03,2510274.0,59688.0,106.0,2977.0,0.0,Grande Belém,2020,2020-11-02
Norte,PA,2020-11-04,2510274.0,59919.0,231.0,2981.0,4.0,Grande Belém,2020,2020-11-02
Norte,PA,2020-11-05,2510274.0,60228.0,309.0,2982.0,1.0,Grande Belém,2020,2020-11-02
Norte,PA,2020-11-06,2510274.0,60462.0,234.0,2983.0,1.0,Grande Belém,2020,2020-11-02
Norte,PA,2020-11-07,2510274.0,60796.0,334.0,2983.0,0.0,Grande Belém,2020,2020-11-02
Norte,PA,2020-11-08,2510274.0,60900.0,104.0,2987.0,4.0,Grande Belém,2020,2020-11-02
Norte,PA,2020-11-09,2510274.0,61021.0,121.0,2992.0,5.0,Grande Belém,2020,2020-11-09
Norte,PA,2020-11-10,2510274.0,61326.0,305.0,2993.0,1.0,Grande Belém,2020,2020-11-09
Norte,PA,2020-11-11,2510274.0,61756.0,430.0,2996.0,3.0,Grande Belém,2020,2020-11-09
Norte,PA,2020-11-12,2510274.0,62166.0,410.0,2997.0,1.0,Grande Belém,2020,2020-11-09
Norte,PA,2020-11-13,2510274.0,62596.0,430.0,2999.0,2.0,Grande Belém,2020,2020-11-09
Norte,PA,2020-11-14,2510274.0,62679.0,83.0,3003.0,4.0,Grande Belém,2020,2020-11-09
Norte,PA,2020-11-15,2510274.0,62919.0,240.0,3007.0,4.0,Grande Belém,2020,2020-11-09
Norte,PA,2020-11-16,2510274.0,63026.0,107.0,3010.0,3.0,Grande Belém,2020,2020-11-16
Norte,PA,2020-11-17,2510274.0,63178.0,152.0,3011.0,1.0,Grande Belém,2020,2020-11-16
Norte,PA,2020-11-18,2510274.0,63562.0,384.0,3014.0,3.0,Grande Belém,2020,2020-11-16
Norte,PA,2020-11-19,2510274.0,63884.0,322.0,3018.0,4.0,Grande Belém,2020,2020-11-16
Norte,PA,2020-11-20,2510274.0,64186.0,302.0,3019.0,1.0,Grande Belém,2020,2020-11-16
Norte,PA,2020-11-21,2510274.0,64408.0,222.0,3023.0,4.0,Grande Belém,2020,2020-11-16
Norte,PA,2020-11-22,2510274.0,64683.0,275.0,3026.0,3.0,Grande Belém,2020,2020-11-16
Norte,PA,2020-11-23,2510274.0,64934.0,251.0,3026.0,0.0,Grande Belém,2020,2020-11-23
Norte,PA,2020-11-24,2510274.0,65032.0,98.0,3027.0,1.0,Grande Belém,2020,2020-11-23
Norte,PA,2020-11-25,2510274.0,65356.0,324.0,3029.0,2.0,Grande Belém,2020,2020-11-23
Norte,PA,2020-11-26,2510274.0,65700.0,344.0,3030.0,1.0,Grande Belém,2020,2020-11-23
Norte,PA,2020-11-27,2510274.0,66014.0,314.0,3033.0,3.0,Grande Belém,2020,2020-11-23
Norte,PA,2020-11-28,2510274.0,66284.0,270.0,3039.0,6.0,Grande Belém,2020,2020-11-23
Norte,PA,2020-11-29,2510274.0,66694.0,410.0,3044.0,5.0,Grande Belém,2020,2020-11-23
Norte,PA,2020-11-30,2510274.0,66859.0,165.0,3046.0,2.0,Grande Belém,2020,2020-11-30
Norte,PA,2020-12-01,2510274.0,67135.0,276.0,3048.0,2.0,Grande Belém,2020,2020-11-30
Norte,PA,2020-12-02,2510274.0,67466.0,331.0,3051.0,3.0,Grande Belém,2020,2020-11-30
Norte,PA,2020-12-03,2510274.0,67838.0,372.0,3055.0,4.0,Grande Belém,2020,2020-11-30
Norte,PA,2020-12-04,2510274.0,68046.0,208.0,3060.0,5.0,Grande Belém,2020,2020-11-30
Norte,PA,2020-12-05,2510274.0,68387.0,341.0,3063.0,3.0,Grande Belém,2020,2020-11-30
Norte,PA,2020-12-06,2510274.0,68646.0,259.0,3065.0,2.0,Grande Belém,2020,2020-11-30
Norte,PA,2020-12-07,2510274.0,68926.0,280.0,3068.0,3.0,Grande Belém,2020,2020-12-07
Norte,PA,2020-12-08,2510274.0,69105.0,179.0,3073.0,5.0,Grande Belém,2020,2020-12-07
Norte,PA,2020-12-09,2510274.0,69168.0,63.0,3073.0,0.0,Grande Belém,2020,2020-12-07
Norte,PA,2020-12-10,2510274.0,69381.0,213.0,3076.0,3.0,Grande Belém,2020,2020-12-07
Norte,PA,2020-12-11,2510274.0,69595.0,214.0,3082.0,6.0,Grande Belém,2020,2020-12-07
Norte,PA,2020-12-12,2510274.0,69805.0,210.0,3090.0,8.0,Grande Belém,2020,2020-12-07
Norte,PA,2020-12-13,2510274.0,70236.0,431.0,3099.0,9.0,Grande Belém,2020,2020-12-07
Norte,PA,2020-12-14,2510274.0,70645.0,409.0,3101.0,2.0,Grande Belém,2020,2020-12-14
Norte,PA,2020-12-15,2510274.0,70980.0,335.0,3105.0,4.0,Grande Belém,2020,2020-12-14
Norte,PA,2020-12-16,2510274.0,71299.0,319.0,3108.0,3.0,Grande Belém,2020,2020-12-14
Norte,PA,2020-12-17,2510274.0,71569.0,270.0,3116.0,8.0,Grande Belém,2020,2020-12-14
Norte,PA,2020-12-18,2510274.0,71819.0,250.0,3118.0,2.0,Grande Belém,2020,2020-12-14
Norte,PA,2020-12-19,2510274.0,71932.0,113.0,3123.0,5.0,Grande Belém,2020,2020-12-14
Norte,PA,2020-12-20,2510274.0,72224.0,292.0,3129.0,6.0,Grande Belém,2020,2020-12-14
Norte,PA,2020-12-21,2510274.0,72465.0,241.0,3135.0,6.0,Grande Belém,2020,2020-12-21
Norte,PA,2020-12-22,2510274.0,72766.0,301.0,3141.0,6.0,Grande Belém,2020,2020-12-21
Norte,PA,2020-12-23,2510274.0,72936.0,170.0,3150.0,9.0,Grande Belém,2020,2020-12-21
Norte,PA,2020-12-24,2510274.0,73220.0,284.0,3158.0,8.0,Grande Belém,2020,2020-12-21
Norte,PA,2020-12-25,2510274.0,73503.0,283.0,3161.0,3.0,Grande Belém,2020,2020-12-21
Norte,PA,2020-12-26,2510274.0,73503.0,0.0,3167.0,6.0,Grande Belém,2020,2020-12-21
Norte,PA,2020-12-27,2510274.0,73823.0,320.0,3168.0,1.0,Grande Belém,2020,2020-12-21
Norte,PA,2020-12-28,2510274.0,74081.0,258.0,3177.0,9.0,Grande Belém,2020,2020-12-28
Norte,PA,2020-12-29,2510274.0,74557.0,476.0,3180.0,3.0,Grande Belém,2020,2020-12-28
Norte,PA,2020-12-30,2510274.0,74817.0,260.0,3187.0,7.0,Grande Belém,2020,2020-12-28
Norte,PA,2020-12-31,2510274.0,75130.0,313.0,3194.0,7.0,Grande Belém,2020,2020-12-28
Norte,PA,2021-01-01,2510274.0,75262.0,132.0,3198.0,4.0,Grande Belém,2020,2020-12-28
Norte,PA,2021-01-02,2510274.0,75262.0,0.0,3202.0,4.0,Grande Belém,2020,2020-12-28
