Data,UF,Municipio,Residencial,Locais de Trabalho,Estações de transp. público,Parques,Mercados e farmácias,Varejo e lazer
2020-10-29,Pará,Benevides,14.0,10.0,,,,
2020-10-30,Pará,Benevides,14.0,6.0,,,,
2020-10-31,Pará,Benevides,12.0,22.0,,,,
2020-11-01,Pará,Benevides,,11.0,,,,
2020-11-02,Pará,Benevides,22.0,-45.0,,,,
2020-11-03,Pará,Benevides,14.0,10.0,,,,
2020-11-04,Pará,Benevides,14.0,15.0,,,,
2020-11-05,Pará,Benevides,13.0,12.0,,,,
2020-11-06,Pará,Benevides,16.0,13.0,,,,
2020-11-07,Pará,Benevides,11.0,25.0,,,,
2020-11-08,Pará,Benevides,,23.0,,,,
2020-11-09,Pará,Benevides,14.0,12.0,,,,
2020-11-10,Pará,Benevides,14.0,16.0,,,,
2020-11-11,Pará,Benevides,14.0,17.0,,,,
2020-11-12,Pará,Benevides,13.0,14.0,,,,
2020-11-13,Pará,Benevides,15.0,12.0,,,,
2020-11-14,Pará,Benevides,13.0,31.0,,,,
2020-11-15,Pará,Benevides,,47.0,,,,
2020-11-16,Pará,Benevides,13.0,5.0,,,,
2020-11-17,Pará,Benevides,14.0,13.0,,,,
2020-11-18,Pará,Benevides,14.0,19.0,,,,
2020-11-19,Pará,Benevides,15.0,13.0,,,,
2020-11-20,Pará,Benevides,16.0,1.0,,,,
2020-11-21,Pará,Benevides,13.0,21.0,,,,
2020-11-22,Pará,Benevides,,8.0,,,,
2020-11-23,Pará,Benevides,14.0,10.0,,,,
2020-11-24,Pará,Benevides,14.0,14.0,,,,
2020-11-25,Pará,Benevides,12.0,18.0,,,,
2020-11-26,Pará,Benevides,13.0,15.0,,,,
2020-11-27,Pará,Benevides,13.0,15.0,,,,
2020-11-28,Pará,Benevides,12.0,24.0,,,,
2020-11-29,Pará,Benevides,,22.0,,,,
2020-11-30,Pará,Benevides,12.0,15.0,,,,
2020-12-01,Pará,Benevides,11.0,15.0,,,,
2020-12-02,Pará,Benevides,13.0,25.0,,,,
2020-12-03,Pará,Benevides,12.0,18.0,,,,
2020-12-04,Pará,Benevides,13.0,21.0,,,,
2020-12-05,Pará,Benevides,10.0,30.0,,,,
2020-12-06,Pará,Benevides,,21.0,,,,
2020-12-07,Pará,Benevides,13.0,3.0,,,,
2020-12-08,Pará,Benevides,20.0,-14.0,,,,
2020-12-09,Pará,Benevides,11.0,26.0,,,,
2020-12-10,Pará,Benevides,13.0,19.0,,,,
2020-12-11,Pará,Benevides,14.0,20.0,,,,
2020-12-12,Pará,Benevides,12.0,30.0,,,,
2020-12-13,Pará,Benevides,,25.0,,,,
2020-12-14,Pará,Benevides,14.0,18.0,,,,
2020-12-15,Pará,Benevides,13.0,17.0,,,,
2020-12-16,Pará,Benevides,13.0,18.0,,,,
2020-12-17,Pará,Benevides,13.0,14.0,,,,
2020-12-18,Pará,Benevides,14.0,20.0,,,,
2020-12-19,Pará,Benevides,11.0,29.0,,,,
2020-12-20,Pará,Benevides,,29.0,,,,
2020-12-21,Pará,Benevides,10.0,15.0,,,,
2020-12-22,Pará,Benevides,9.0,15.0,,,,
2020-12-23,Pará,Benevides,10.0,23.0,,,,
2020-12-24,Pará,Benevides,12.0,0.0,,,,
2020-12-25,Pará,Benevides,19.0,-55.0,,,,
2020-12-26,Pará,Benevides,19.0,4.0,,,,
2020-12-27,Pará,Benevides,,20.0,,,,
2020-12-28,Pará,Benevides,15.0,12.0,,,,
2020-12-29,Pará,Benevides,16.0,0.0,,,,
2020-12-30,Pará,Benevides,11.0,13.0,,,,
2020-12-31,Pará,Benevides,13.0,-11.0,,,,
2020-02-15,Pará,Castanhal,0.0,2.0,-9.0,-6.0,4.0,4.0
2020-02-16,Pará,Castanhal,1.0,0.0,-17.0,-9.0,4.0,6.0
2020-02-17,Pará,Castanhal,1.0,14.0,-17.0,-6.0,-6.0,-3.0
2020-02-18,Pará,Castanhal,1.0,12.0,-8.0,-14.0,-7.0,-3.0
2020-02-19,Pará,Castanhal,0.0,10.0,-18.0,-1.0,-6.0,-3.0
2020-02-20,Pará,Castanhal,1.0,10.0,-6.0,-21.0,-5.0,-1.0
2020-02-21,Pará,Castanhal,0.0,13.0,4.0,-19.0,6.0,2.0
2020-02-22,Pará,Castanhal,0.0,4.0,31.0,-6.0,15.0,4.0
2020-02-23,Pará,Castanhal,0.0,-1.0,-21.0,5.0,6.0,-2.0
2020-02-24,Pará,Castanhal,5.0,-32.0,-36.0,13.0,-10.0,-13.0
2020-02-25,Pará,Castanhal,7.0,-68.0,-49.0,-8.0,-48.0,-46.0
2020-02-26,Pará,Castanhal,4.0,-21.0,8.0,-44.0,-29.0,-27.0
2020-02-27,Pará,Castanhal,0.0,11.0,-8.0,-23.0,-4.0,-2.0
2020-02-28,Pará,Castanhal,2.0,12.0,-26.0,-29.0,-5.0,-11.0
2020-02-29,Pará,Castanhal,2.0,8.0,-13.0,-27.0,1.0,-4.0
2020-03-01,Pará,Castanhal,3.0,5.0,-13.0,3.0,5.0,-3.0
2020-03-02,Pará,Castanhal,1.0,17.0,-11.0,-6.0,-1.0,-1.0
2020-03-03,Pará,Castanhal,1.0,13.0,-18.0,-28.0,-9.0,-9.0
2020-03-04,Pará,Castanhal,-1.0,16.0,-17.0,-1.0,-3.0,0.0
2020-03-05,Pará,Castanhal,-1.0,14.0,-11.0,3.0,5.0,5.0
2020-03-06,Pará,Castanhal,0.0,18.0,-12.0,-15.0,6.0,5.0
2020-03-07,Pará,Castanhal,3.0,6.0,-12.0,-18.0,2.0,-6.0
2020-03-08,Pará,Castanhal,3.0,9.0,-7.0,-17.0,8.0,9.0
2020-03-09,Pará,Castanhal,2.0,13.0,-23.0,-22.0,-5.0,-5.0
2020-03-10,Pará,Castanhal,-1.0,17.0,-2.0,-26.0,3.0,3.0
2020-03-11,Pará,Castanhal,-1.0,15.0,-19.0,-6.0,-7.0,-2.0
2020-03-12,Pará,Castanhal,0.0,14.0,-13.0,-29.0,-9.0,-4.0
2020-03-13,Pará,Castanhal,-1.0,18.0,-19.0,-15.0,0.0,-3.0
2020-03-14,Pará,Castanhal,1.0,7.0,-15.0,-2.0,5.0,2.0
2020-03-15,Pará,Castanhal,4.0,8.0,-16.0,-34.0,-3.0,-15.0
2020-03-16,Pará,Castanhal,-1.0,18.0,-14.0,3.0,3.0,0.0
2020-03-17,Pará,Castanhal,0.0,14.0,-20.0,-15.0,1.0,-7.0
2020-03-18,Pará,Castanhal,1.0,2.0,-24.0,-11.0,10.0,-7.0
2020-03-19,Pará,Castanhal,13.0,-51.0,-41.0,-33.0,-23.0,-52.0
2020-03-20,Pará,Castanhal,8.0,-7.0,-35.0,-50.0,10.0,-20.0
2020-03-21,Pará,Castanhal,11.0,-10.0,-45.0,-67.0,-7.0,-42.0
2020-03-22,Pará,Castanhal,14.0,-21.0,-74.0,-72.0,-20.0,-60.0
2020-03-23,Pará,Castanhal,15.0,-22.0,-71.0,-55.0,-22.0,-45.0
2020-03-24,Pará,Castanhal,15.0,-29.0,-76.0,-59.0,-31.0,-52.0
2020-03-25,Pará,Castanhal,15.0,-32.0,-76.0,-57.0,-31.0,-51.0
2020-03-26,Pará,Castanhal,15.0,-31.0,-78.0,-59.0,-30.0,-48.0
2020-03-27,Pará,Castanhal,16.0,-29.0,-81.0,-65.0,-26.0,-51.0
2020-03-28,Pará,Castanhal,14.0,-23.0,-76.0,-64.0,-26.0,-51.0
2020-03-29,Pará,Castanhal,13.0,-16.0,-87.0,-69.0,-27.0,-57.0
2020-03-30,Pará,Castanhal,15.0,-27.0,-76.0,-55.0,-26.0,-43.0
2020-03-31,Pará,Castanhal,13.0,-27.0,-73.0,-62.0,-28.0,-43.0
2020-04-01,Pará,Castanhal,13.0,-27.0,-68.0,-46.0,-17.0,-37.0
2020-04-02,Pará,Castanhal,13.0,-27.0,-71.0,-47.0,-15.0,-33.0
2020-04-03,Pará,Castanhal,14.0,-24.0,-76.0,-55.0,-14.0,-38.0
2020-04-04,Pará,Castanhal,12.0,-19.0,-73.0,-62.0,-12.0,-41.0
2020-04-05,Pará,Castanhal,12.0,-17.0,-80.0,-65.0,-18.0,-53.0
2020-04-06,Pará,Castanhal,13.0,-23.0,-73.0,-47.0,-11.0,-31.0
2020-04-07,Pará,Castanhal,10.0,-23.0,-56.0,-47.0,-3.0,-27.0
2020-04-08,Pará,Castanhal,10.0,-24.0,-77.0,-44.0,-5.0,-28.0
2020-04-09,Pará,Castanhal,10.0,-29.0,-78.0,-43.0,6.0,-25.0
2020-04-10,Pará,Castanhal,23.0,-72.0,-100.0,-62.0,-66.0,-78.0
2020-04-11,Pará,Castanhal,13.0,-23.0,-84.0,-65.0,-9.0,-36.0
2020-04-12,Pará,Castanhal,12.0,-11.0,,-72.0,-20.0,-51.0
2020-04-13,Pará,Castanhal,14.0,-23.0,-80.0,-45.0,-21.0,-34.0
2020-04-14,Pará,Castanhal,16.0,-27.0,-73.0,-62.0,-27.0,-44.0
2020-04-15,Pará,Castanhal,13.0,-25.0,-71.0,-42.0,-16.0,-33.0
2020-04-16,Pará,Castanhal,13.0,-25.0,-75.0,-43.0,-11.0,-33.0
2020-04-17,Pará,Castanhal,18.0,-28.0,-85.0,-58.0,-24.0,-49.0
2020-04-18,Pará,Castanhal,13.0,-14.0,-80.0,-55.0,-12.0,-39.0
2020-04-19,Pará,Castanhal,14.0,-15.0,,-70.0,-21.0,-56.0
2020-04-20,Pará,Castanhal,15.0,-25.0,-83.0,-52.0,-19.0,-36.0
2020-04-21,Pará,Castanhal,23.0,-66.0,,-63.0,-48.0,-70.0
2020-04-22,Pará,Castanhal,13.0,-25.0,-74.0,-45.0,-13.0,-35.0
2020-04-23,Pará,Castanhal,13.0,-26.0,-57.0,-51.0,-11.0,-32.0
2020-04-24,Pará,Castanhal,16.0,-26.0,-74.0,-68.0,-22.0,-44.0
2020-04-25,Pará,Castanhal,13.0,-17.0,-73.0,-62.0,-13.0,-44.0
2020-04-26,Pará,Castanhal,15.0,-14.0,-86.0,-68.0,-21.0,-56.0
2020-04-27,Pará,Castanhal,17.0,-26.0,-71.0,-56.0,-16.0,-38.0
2020-04-28,Pará,Castanhal,15.0,-29.0,-70.0,-52.0,-6.0,-40.0
2020-04-29,Pará,Castanhal,15.0,-31.0,-65.0,-54.0,-9.0,-38.0
2020-04-30,Pará,Castanhal,13.0,-32.0,-65.0,-56.0,6.0,-33.0
2020-05-01,Pará,Castanhal,28.0,-73.0,-90.0,-78.0,-64.0,-78.0
2020-05-02,Pará,Castanhal,18.0,-34.0,-81.0,-72.0,-12.0,-59.0
2020-05-03,Pará,Castanhal,18.0,-22.0,,-76.0,-15.0,-66.0
2020-05-04,Pará,Castanhal,18.0,-37.0,-76.0,-55.0,-11.0,-52.0
2020-05-05,Pará,Castanhal,16.0,-39.0,-65.0,-65.0,-6.0,-49.0
2020-05-06,Pará,Castanhal,15.0,-39.0,-63.0,-57.0,1.0,-46.0
2020-05-07,Pará,Castanhal,19.0,-44.0,-82.0,-70.0,-16.0,-54.0
2020-05-08,Pará,Castanhal,23.0,-43.0,-81.0,-71.0,-16.0,-57.0
2020-05-09,Pará,Castanhal,20.0,-38.0,-85.0,-78.0,-15.0,-61.0
2020-05-10,Pará,Castanhal,19.0,-15.0,,-85.0,-21.0,-69.0
2020-05-11,Pará,Castanhal,24.0,-45.0,-90.0,-72.0,-35.0,-62.0
2020-05-12,Pará,Castanhal,21.0,-45.0,-87.0,-71.0,-31.0,-60.0
2020-05-13,Pará,Castanhal,22.0,-47.0,-87.0,-74.0,-31.0,-61.0
2020-05-14,Pará,Castanhal,21.0,-48.0,-84.0,-72.0,-29.0,-59.0
2020-05-15,Pará,Castanhal,23.0,-45.0,-90.0,-76.0,-27.0,-62.0
2020-05-16,Pará,Castanhal,21.0,-37.0,-88.0,-79.0,-30.0,-63.0
2020-05-17,Pará,Castanhal,19.0,-21.0,,-83.0,-24.0,-68.0
2020-05-18,Pará,Castanhal,21.0,-40.0,-81.0,-66.0,-22.0,-56.0
2020-05-19,Pará,Castanhal,20.0,-42.0,-82.0,-70.0,-24.0,-54.0
2020-05-20,Pará,Castanhal,19.0,-42.0,-80.0,-68.0,-22.0,-52.0
2020-05-21,Pará,Castanhal,19.0,-41.0,-82.0,-70.0,-21.0,-52.0
2020-05-22,Pará,Castanhal,20.0,-39.0,-83.0,-72.0,-21.0,-55.0
2020-05-23,Pará,Castanhal,17.0,-30.0,-83.0,-76.0,-22.0,-58.0
2020-05-24,Pará,Castanhal,15.0,-13.0,,-76.0,-14.0,-60.0
2020-05-25,Pará,Castanhal,17.0,-30.0,-69.0,-50.0,-10.0,-39.0
2020-05-26,Pará,Castanhal,16.0,-31.0,-66.0,-59.0,-9.0,-41.0
2020-05-27,Pará,Castanhal,15.0,-28.0,-60.0,-51.0,0.0,-29.0
2020-05-28,Pará,Castanhal,16.0,-27.0,-59.0,-50.0,4.0,-27.0
2020-05-29,Pará,Castanhal,18.0,-24.0,-61.0,-59.0,8.0,-29.0
2020-05-30,Pará,Castanhal,16.0,-15.0,-64.0,-71.0,-4.0,-37.0
2020-05-31,Pará,Castanhal,14.0,-2.0,-73.0,-68.0,2.0,-51.0
2020-06-01,Pará,Castanhal,16.0,-21.0,-57.0,-56.0,-3.0,-26.0
2020-06-02,Pará,Castanhal,13.0,-21.0,-44.0,-51.0,12.0,-22.0
2020-06-03,Pará,Castanhal,14.0,-22.0,-43.0,-45.0,5.0,-23.0
2020-06-04,Pará,Castanhal,14.0,-21.0,-42.0,-51.0,10.0,-20.0
2020-06-05,Pará,Castanhal,14.0,-17.0,-44.0,-55.0,20.0,-22.0
2020-06-06,Pará,Castanhal,11.0,-8.0,-43.0,-58.0,15.0,-25.0
2020-06-07,Pará,Castanhal,11.0,3.0,-58.0,-59.0,17.0,-49.0
2020-06-08,Pará,Castanhal,14.0,-15.0,-43.0,-42.0,12.0,-15.0
2020-06-09,Pará,Castanhal,13.0,-17.0,-35.0,-49.0,12.0,-14.0
2020-06-10,Pará,Castanhal,11.0,-15.0,-34.0,-36.0,18.0,-14.0
2020-06-11,Pará,Castanhal,19.0,-47.0,-50.0,-44.0,-12.0,-44.0
2020-06-12,Pará,Castanhal,13.0,-15.0,-39.0,-44.0,26.0,-9.0
2020-06-13,Pará,Castanhal,12.0,-4.0,-46.0,-56.0,7.0,-28.0
2020-06-14,Pará,Castanhal,11.0,10.0,-53.0,-60.0,9.0,-46.0
2020-06-15,Pará,Castanhal,14.0,-14.0,-40.0,-36.0,5.0,-15.0
2020-06-16,Pará,Castanhal,13.0,-14.0,-42.0,-39.0,4.0,-16.0
2020-06-17,Pará,Castanhal,13.0,-16.0,-35.0,-35.0,4.0,-19.0
2020-06-18,Pará,Castanhal,13.0,-17.0,-40.0,-38.0,8.0,-14.0
2020-06-19,Pará,Castanhal,14.0,-14.0,-49.0,-44.0,10.0,-19.0
2020-06-20,Pará,Castanhal,10.0,-1.0,-47.0,-45.0,10.0,-23.0
2020-06-21,Pará,Castanhal,9.0,10.0,-60.0,-42.0,8.0,-41.0
2020-06-22,Pará,Castanhal,13.0,-13.0,-44.0,-23.0,7.0,-13.0
2020-06-23,Pará,Castanhal,12.0,-14.0,-43.0,-24.0,10.0,-9.0
2020-06-24,Pará,Castanhal,12.0,-14.0,-43.0,-24.0,6.0,-15.0
2020-06-25,Pará,Castanhal,12.0,-13.0,-41.0,-20.0,13.0,-9.0
2020-06-26,Pará,Castanhal,13.0,-11.0,-46.0,-40.0,17.0,-15.0
2020-06-27,Pará,Castanhal,11.0,-3.0,-46.0,-42.0,14.0,-19.0
2020-06-28,Pará,Castanhal,9.0,8.0,-64.0,-45.0,17.0,-41.0
2020-06-29,Pará,Castanhal,12.0,-9.0,-47.0,-21.0,12.0,-8.0
2020-06-30,Pará,Castanhal,11.0,-11.0,-37.0,-21.0,27.0,2.0
2020-07-01,Pará,Castanhal,10.0,-12.0,-37.0,-12.0,25.0,-5.0
2020-07-02,Pará,Castanhal,11.0,-10.0,-30.0,-9.0,30.0,3.0
2020-07-03,Pará,Castanhal,12.0,-10.0,-34.0,-26.0,30.0,-2.0
2020-07-04,Pará,Castanhal,9.0,0.0,-31.0,-34.0,32.0,-5.0
2020-07-05,Pará,Castanhal,7.0,5.0,-55.0,-30.0,28.0,-24.0
2020-07-06,Pará,Castanhal,11.0,-10.0,-33.0,-16.0,29.0,8.0
2020-07-07,Pará,Castanhal,9.0,-10.0,-21.0,-18.0,34.0,7.0
2020-07-08,Pará,Castanhal,9.0,-10.0,-27.0,-9.0,24.0,3.0
2020-07-09,Pará,Castanhal,9.0,-10.0,-25.0,-14.0,27.0,8.0
2020-07-10,Pará,Castanhal,9.0,-7.0,-27.0,-16.0,38.0,3.0
2020-07-11,Pará,Castanhal,7.0,1.0,-24.0,-30.0,25.0,-8.0
2020-07-12,Pará,Castanhal,4.0,7.0,-50.0,-15.0,29.0,-19.0
2020-07-13,Pará,Castanhal,11.0,-9.0,-30.0,-24.0,16.0,0.0
2020-07-14,Pará,Castanhal,10.0,-9.0,-26.0,-28.0,20.0,1.0
2020-07-15,Pará,Castanhal,10.0,-8.0,-31.0,-22.0,19.0,4.0
2020-07-16,Pará,Castanhal,10.0,-9.0,-16.0,-9.0,28.0,9.0
2020-07-17,Pará,Castanhal,10.0,-7.0,-19.0,-20.0,33.0,1.0
2020-07-18,Pará,Castanhal,8.0,0.0,-13.0,-36.0,26.0,-4.0
2020-07-19,Pará,Castanhal,4.0,10.0,-41.0,-34.0,27.0,-17.0
2020-07-20,Pará,Castanhal,10.0,-7.0,-22.0,-20.0,19.0,4.0
2020-07-21,Pará,Castanhal,10.0,-6.0,-19.0,-24.0,21.0,-1.0
2020-07-22,Pará,Castanhal,9.0,-6.0,-27.0,-5.0,20.0,2.0
2020-07-23,Pará,Castanhal,9.0,-7.0,-7.0,-12.0,28.0,9.0
2020-07-24,Pará,Castanhal,9.0,-6.0,-12.0,-22.0,36.0,3.0
2020-07-25,Pará,Castanhal,6.0,1.0,-6.0,-12.0,30.0,-3.0
2020-07-26,Pará,Castanhal,3.0,5.0,-30.0,-6.0,28.0,-7.0
2020-07-27,Pará,Castanhal,10.0,-6.0,-22.0,1.0,21.0,2.0
2020-07-28,Pará,Castanhal,9.0,-7.0,-16.0,-11.0,24.0,4.0
2020-07-29,Pará,Castanhal,9.0,-8.0,-23.0,3.0,24.0,7.0
2020-07-30,Pará,Castanhal,8.0,-7.0,-8.0,-4.0,37.0,17.0
2020-07-31,Pará,Castanhal,9.0,-5.0,-15.0,-10.0,47.0,11.0
2020-08-01,Pará,Castanhal,7.0,2.0,-12.0,-4.0,38.0,5.0
2020-08-02,Pará,Castanhal,5.0,7.0,-31.0,5.0,44.0,0.0
2020-08-03,Pará,Castanhal,9.0,-7.0,-19.0,5.0,29.0,11.0
2020-08-04,Pará,Castanhal,9.0,-6.0,-7.0,-8.0,40.0,18.0
2020-08-05,Pará,Castanhal,8.0,-5.0,-20.0,4.0,31.0,16.0
2020-08-06,Pará,Castanhal,8.0,-6.0,-12.0,16.0,43.0,29.0
2020-08-07,Pará,Castanhal,8.0,-2.0,-13.0,-1.0,50.0,25.0
2020-08-08,Pará,Castanhal,4.0,7.0,12.0,5.0,53.0,27.0
2020-08-09,Pará,Castanhal,-1.0,23.0,-8.0,6.0,50.0,12.0
2020-08-10,Pará,Castanhal,8.0,-6.0,-8.0,0.0,25.0,13.0
2020-08-11,Pará,Castanhal,9.0,-5.0,-14.0,-7.0,28.0,15.0
2020-08-12,Pará,Castanhal,9.0,-7.0,-23.0,-2.0,21.0,13.0
2020-08-13,Pará,Castanhal,8.0,-6.0,-21.0,5.0,30.0,21.0
2020-08-14,Pará,Castanhal,8.0,-2.0,-18.0,1.0,39.0,17.0
2020-08-15,Pará,Castanhal,8.0,-20.0,-24.0,8.0,15.0,-5.0
2020-08-16,Pará,Castanhal,3.0,9.0,-26.0,13.0,41.0,11.0
2020-08-17,Pará,Castanhal,10.0,-4.0,,,,
2020-08-18,Pará,Castanhal,9.0,-2.0,,,,
2020-08-19,Pará,Castanhal,8.0,-3.0,,,,
2020-08-20,Pará,Castanhal,8.0,-3.0,,,,
2020-08-21,Pará,Castanhal,9.0,0.0,,,,
2020-08-22,Pará,Castanhal,7.0,8.0,,,,
2020-08-23,Pará,Castanhal,4.0,,,,,
2020-08-24,Pará,Castanhal,10.0,0.0,,,,
2020-08-25,Pará,Castanhal,9.0,-2.0,,,,
2020-08-26,Pará,Castanhal,8.0,0.0,,,,
2020-08-27,Pará,Castanhal,7.0,0.0,,,,
2020-08-28,Pará,Castanhal,8.0,5.0,,,,
2020-08-29,Pará,Castanhal,5.0,8.0,,,,
2020-08-30,Pará,Castanhal,3.0,,,,,
2020-08-31,Pará,Castanhal,8.0,3.0,,,,
2020-09-01,Pará,Castanhal,8.0,2.0,,,,
2020-09-02,Pará,Castanhal,7.0,2.0,,,,
2020-09-03,Pará,Castanhal,7.0,0.0,,,,
2020-09-04,Pará,Castanhal,7.0,6.0,,,,
2020-09-05,Pará,Castanhal,2.0,11.0,,,,
2020-09-06,Pará,Castanhal,2.0,,,,,
2020-09-07,Pará,Castanhal,9.0,-60.0,,,,
2020-09-08,Pará,Castanhal,5.0,2.0,,,,
2020-09-09,Pará,Castanhal,6.0,3.0,,,,
2020-09-10,Pará,Castanhal,7.0,1.0,,,,
2020-09-11,Pará,Castanhal,8.0,9.0,-19.0,-7.0,36.0,18.0
2020-09-12,Pará,Castanhal,6.0,12.0,-5.0,1.0,41.0,18.0
2020-09-13,Pará,Castanhal,5.0,15.0,-18.0,2.0,53.0,8.0
2020-09-14,Pará,Castanhal,8.0,10.0,-17.0,0.0,30.0,14.0
2020-09-15,Pará,Castanhal,8.0,9.0,-11.0,-7.0,34.0,18.0
2020-09-16,Pará,Castanhal,8.0,6.0,-19.0,2.0,26.0,12.0
2020-09-17,Pará,Castanhal,8.0,5.0,-11.0,6.0,32.0,19.0
2020-09-18,Pará,Castanhal,8.0,12.0,-13.0,-1.0,34.0,13.0
2020-09-19,Pará,Castanhal,6.0,14.0,-13.0,8.0,39.0,17.0
2020-09-20,Pará,Castanhal,4.0,12.0,-16.0,14.0,54.0,14.0
2020-09-21,Pará,Castanhal,9.0,8.0,-16.0,2.0,26.0,8.0
2020-09-22,Pará,Castanhal,9.0,7.0,-22.0,-14.0,26.0,10.0
2020-09-23,Pará,Castanhal,9.0,7.0,-24.0,-4.0,22.0,5.0
2020-09-24,Pará,Castanhal,9.0,5.0,-13.0,1.0,28.0,10.0
2020-09-25,Pará,Castanhal,9.0,13.0,-21.0,-12.0,31.0,7.0
2020-09-26,Pará,Castanhal,7.0,14.0,-19.0,-2.0,35.0,6.0
2020-09-27,Pará,Castanhal,5.0,11.0,-31.0,-4.0,54.0,2.0
2020-09-28,Pará,Castanhal,10.0,9.0,-18.0,-2.0,29.0,3.0
2020-09-29,Pará,Castanhal,8.0,9.0,-11.0,-12.0,33.0,10.0
2020-09-30,Pará,Castanhal,7.0,7.0,-9.0,-2.0,36.0,9.0
2020-10-01,Pará,Castanhal,6.0,9.0,1.0,10.0,45.0,16.0
2020-10-02,Pará,Castanhal,7.0,15.0,-9.0,-11.0,43.0,14.0
2020-10-03,Pará,Castanhal,4.0,18.0,-8.0,10.0,48.0,19.0
2020-10-04,Pará,Castanhal,3.0,11.0,-20.0,14.0,61.0,14.0
2020-10-05,Pará,Castanhal,7.0,11.0,-13.0,-2.0,38.0,13.0
2020-10-06,Pará,Castanhal,6.0,10.0,-4.0,-17.0,45.0,18.0
2020-10-07,Pará,Castanhal,5.0,10.0,-9.0,1.0,44.0,19.0
2020-10-08,Pará,Castanhal,5.0,10.0,-3.0,2.0,51.0,29.0
2020-10-09,Pará,Castanhal,6.0,17.0,-1.0,-6.0,46.0,25.0
2020-10-10,Pará,Castanhal,3.0,18.0,18.0,0.0,58.0,26.0
2020-10-11,Pará,Castanhal,4.0,14.0,-43.0,-10.0,57.0,5.0
2020-10-12,Pará,Castanhal,9.0,-56.0,-16.0,78.0,2.0,-21.0
2020-10-13,Pará,Castanhal,6.0,12.0,7.0,-24.0,40.0,23.0
2020-10-14,Pará,Castanhal,8.0,11.0,-14.0,-8.0,37.0,16.0
2020-10-15,Pará,Castanhal,8.0,4.0,-16.0,-10.0,46.0,24.0
2020-10-16,Pará,Castanhal,9.0,15.0,-23.0,-26.0,38.0,12.0
2020-10-17,Pará,Castanhal,6.0,19.0,-12.0,-2.0,43.0,18.0
2020-10-18,Pará,Castanhal,5.0,14.0,-20.0,3.0,60.0,10.0
2020-10-19,Pará,Castanhal,10.0,4.0,-19.0,-18.0,28.0,9.0
2020-10-20,Pará,Castanhal,9.0,12.0,-11.0,-21.0,38.0,16.0
2020-10-21,Pará,Castanhal,8.0,12.0,-20.0,-8.0,34.0,16.0
2020-10-22,Pará,Castanhal,7.0,11.0,-8.0,-5.0,42.0,24.0
2020-10-23,Pará,Castanhal,8.0,17.0,-15.0,-7.0,42.0,17.0
2020-10-24,Pará,Castanhal,6.0,20.0,-18.0,1.0,42.0,16.0
2020-10-25,Pará,Castanhal,5.0,15.0,-21.0,-13.0,62.0,9.0
2020-10-26,Pará,Castanhal,10.0,10.0,-19.0,-30.0,26.0,7.0
2020-10-27,Pará,Castanhal,8.0,12.0,-21.0,-36.0,39.0,12.0
2020-10-28,Pará,Castanhal,8.0,8.0,-22.0,-11.0,39.0,17.0
2020-10-29,Pará,Castanhal,7.0,11.0,4.0,-15.0,44.0,23.0
2020-10-30,Pará,Castanhal,7.0,15.0,6.0,-15.0,52.0,23.0
2020-10-31,Pará,Castanhal,4.0,20.0,24.0,-1.0,54.0,19.0
2020-11-01,Pará,Castanhal,4.0,15.0,-25.0,0.0,73.0,9.0
2020-11-02,Pará,Castanhal,13.0,-63.0,-29.0,42.0,-7.0,-35.0
2020-11-03,Pará,Castanhal,6.0,13.0,18.0,-36.0,40.0,18.0
2020-11-04,Pará,Castanhal,9.0,12.0,-16.0,-48.0,29.0,7.0
2020-11-05,Pará,Castanhal,6.0,12.0,-12.0,-42.0,44.0,21.0
2020-11-06,Pará,Castanhal,7.0,18.0,-19.0,-36.0,44.0,17.0
2020-11-07,Pará,Castanhal,5.0,22.0,-11.0,-10.0,51.0,27.0
2020-11-08,Pará,Castanhal,4.0,19.0,-26.0,9.0,72.0,21.0
2020-11-09,Pará,Castanhal,9.0,17.0,-17.0,-27.0,35.0,16.0
2020-11-10,Pará,Castanhal,7.0,14.0,-14.0,-40.0,39.0,18.0
2020-11-11,Pará,Castanhal,7.0,16.0,-19.0,-18.0,31.0,15.0
2020-11-12,Pará,Castanhal,7.0,12.0,-13.0,-22.0,34.0,20.0
2020-11-13,Pará,Castanhal,7.0,20.0,1.0,-20.0,33.0,18.0
2020-11-14,Pará,Castanhal,5.0,24.0,21.0,-5.0,42.0,21.0
2020-11-15,Pará,Castanhal,0.0,34.0,-3.0,20.0,93.0,34.0
2020-11-16,Pará,Castanhal,8.0,13.0,-1.0,-12.0,27.0,11.0
2020-11-17,Pará,Castanhal,8.0,15.0,2.0,-21.0,34.0,16.0
2020-11-18,Pará,Castanhal,8.0,14.0,-6.0,-29.0,26.0,11.0
2020-11-19,Pará,Castanhal,8.0,12.0,6.0,-30.0,38.0,23.0
2020-11-20,Pará,Castanhal,8.0,22.0,-6.0,-26.0,40.0,18.0
2020-11-21,Pará,Castanhal,6.0,21.0,0.0,-17.0,41.0,22.0
2020-11-22,Pará,Castanhal,5.0,18.0,-18.0,-18.0,69.0,16.0
2020-11-23,Pará,Castanhal,9.0,15.0,-11.0,-35.0,29.0,10.0
2020-11-24,Pará,Castanhal,8.0,17.0,-5.0,-29.0,38.0,20.0
