Data,UF,Municipio,Residencial,Locais de Trabalho,Estações de transp. público,Parques,Mercados e farmácias,Varejo e lazer
2020-02-15,Amazonas,Iranduba,,6.0,,-35.0,,-15.0
2020-02-16,Amazonas,Iranduba,,-5.0,,-38.0,,-10.0
2020-02-17,Amazonas,Iranduba,,14.0,,,,
2020-02-18,Amazonas,Iranduba,,14.0,,,,
2020-02-19,Amazonas,Iranduba,,13.0,,,,
2020-02-20,Amazonas,Iranduba,,14.0,,,,
2020-02-21,Amazonas,Iranduba,,17.0,,,,
2020-02-22,Amazonas,Iranduba,,-1.0,,-12.0,,-3.0
2020-02-23,Amazonas,Iranduba,,-1.0,,22.0,,3.0
2020-02-24,Amazonas,Iranduba,,-25.0,,,,
2020-02-25,Amazonas,Iranduba,,-44.0,,,,
2020-02-26,Amazonas,Iranduba,,-27.0,,,,
2020-02-27,Amazonas,Iranduba,,16.0,,,,
2020-02-28,Amazonas,Iranduba,,19.0,,,,
2020-02-29,Amazonas,Iranduba,,6.0,,-56.0,,-2.0
2020-03-01,Amazonas,Iranduba,,,,-43.0,,-13.0
2020-03-02,Amazonas,Iranduba,,16.0,,,,
2020-03-03,Amazonas,Iranduba,,20.0,,,,
2020-03-04,Amazonas,Iranduba,,20.0,,,,
2020-03-05,Amazonas,Iranduba,,20.0,,,,
2020-03-06,Amazonas,Iranduba,,24.0,,,,
2020-03-07,Amazonas,Iranduba,,4.0,,-35.0,,1.0
2020-03-08,Amazonas,Iranduba,,,,-8.0,,15.0
2020-03-09,Amazonas,Iranduba,,12.0,,,,
2020-03-10,Amazonas,Iranduba,,21.0,,,,
2020-03-11,Amazonas,Iranduba,,16.0,,,,
2020-03-12,Amazonas,Iranduba,,18.0,,,,
2020-03-13,Amazonas,Iranduba,,23.0,,,,
2020-03-14,Amazonas,Iranduba,,-4.0,,-66.0,,-34.0
2020-03-15,Amazonas,Iranduba,,,,-42.0,,-13.0
2020-03-16,Amazonas,Iranduba,,17.0,,,,
2020-03-17,Amazonas,Iranduba,,12.0,,,,
2020-03-18,Amazonas,Iranduba,,-7.0,,,,
2020-03-19,Amazonas,Iranduba,,-13.0,,,,
2020-03-20,Amazonas,Iranduba,,-6.0,,,,-26.0
2020-03-21,Amazonas,Iranduba,,-14.0,,-54.0,,-39.0
2020-03-22,Amazonas,Iranduba,,-23.0,,-81.0,,-66.0
2020-03-23,Amazonas,Iranduba,,-36.0,,,,
2020-03-24,Amazonas,Iranduba,,-31.0,,,,
2020-03-25,Amazonas,Iranduba,,-36.0,,,,
2020-03-26,Amazonas,Iranduba,,-35.0,,,,
2020-03-27,Amazonas,Iranduba,,-32.0,,,,-37.0
2020-03-28,Amazonas,Iranduba,,-29.0,,-71.0,,-53.0
2020-03-29,Amazonas,Iranduba,,-20.0,,-84.0,,-65.0
2020-03-30,Amazonas,Iranduba,,-36.0,,,,
2020-03-31,Amazonas,Iranduba,,-35.0,,,,
2020-04-01,Amazonas,Iranduba,,-29.0,,,,
2020-04-02,Amazonas,Iranduba,,-31.0,,,,
2020-04-03,Amazonas,Iranduba,,-28.0,,,,-29.0
2020-04-04,Amazonas,Iranduba,,-32.0,,-73.0,,-51.0
2020-04-05,Amazonas,Iranduba,,-27.0,,-88.0,,-73.0
2020-04-06,Amazonas,Iranduba,,-38.0,,,,
2020-04-07,Amazonas,Iranduba,,-30.0,,,,
2020-04-08,Amazonas,Iranduba,,-39.0,,,,
2020-04-09,Amazonas,Iranduba,,-40.0,,,,
2020-04-10,Amazonas,Iranduba,,-61.0,,,,-58.0
2020-04-11,Amazonas,Iranduba,,-35.0,,,,
2020-04-12,Amazonas,Iranduba,,-28.0,,,,-80.0
2020-04-13,Amazonas,Iranduba,,-35.0,,,,
2020-04-14,Amazonas,Iranduba,,-36.0,,,,
2020-04-15,Amazonas,Iranduba,,-38.0,,,,
2020-04-16,Amazonas,Iranduba,,-38.0,,,,
2020-04-17,Amazonas,Iranduba,,-33.0,,,,-50.0
2020-04-18,Amazonas,Iranduba,,-31.0,,,,
2020-04-19,Amazonas,Iranduba,,-30.0,,-88.0,,-76.0
2020-04-20,Amazonas,Iranduba,,-34.0,,,,
2020-04-21,Amazonas,Iranduba,,-49.0,,,,
2020-04-22,Amazonas,Iranduba,,-34.0,,,,
2020-04-23,Amazonas,Iranduba,,-35.0,,,,
2020-04-24,Amazonas,Iranduba,,-33.0,,,,
2020-04-25,Amazonas,Iranduba,,-39.0,,,,
2020-04-26,Amazonas,Iranduba,,-28.0,,,,-80.0
2020-04-27,Amazonas,Iranduba,,-33.0,,,,
2020-04-28,Amazonas,Iranduba,,-33.0,,,,
2020-04-29,Amazonas,Iranduba,,-31.0,,,,
2020-04-30,Amazonas,Iranduba,,-29.0,,,,
2020-05-01,Amazonas,Iranduba,,-47.0,,,,-40.0
2020-05-02,Amazonas,Iranduba,,-28.0,,,,-62.0
2020-05-03,Amazonas,Iranduba,,-19.0,,-85.0,,-75.0
2020-05-04,Amazonas,Iranduba,,-27.0,,,,
2020-05-05,Amazonas,Iranduba,,-29.0,,,,
2020-05-06,Amazonas,Iranduba,,-30.0,,,,
2020-05-07,Amazonas,Iranduba,,-28.0,,,,
2020-05-08,Amazonas,Iranduba,,-30.0,,,,-42.0
2020-05-09,Amazonas,Iranduba,,-18.0,,-72.0,,-49.0
2020-05-10,Amazonas,Iranduba,,-5.0,,-83.0,,-76.0
2020-05-11,Amazonas,Iranduba,,-26.0,,,,
2020-05-12,Amazonas,Iranduba,,-26.0,,,,
2020-05-13,Amazonas,Iranduba,,-28.0,,,,
2020-05-14,Amazonas,Iranduba,,-27.0,,,,
2020-05-15,Amazonas,Iranduba,,-21.0,,,,-42.0
2020-05-16,Amazonas,Iranduba,,-19.0,,-69.0,,-55.0
2020-05-17,Amazonas,Iranduba,,-12.0,,-87.0,,-68.0
2020-05-18,Amazonas,Iranduba,,-26.0,,,,
2020-05-19,Amazonas,Iranduba,,-22.0,,,,
2020-05-20,Amazonas,Iranduba,,-25.0,,,,
2020-05-21,Amazonas,Iranduba,,-20.0,,,,
2020-05-22,Amazonas,Iranduba,,-16.0,,,,-32.0
2020-05-23,Amazonas,Iranduba,,-17.0,,,,-53.0
2020-05-24,Amazonas,Iranduba,,1.0,,-81.0,,-61.0
2020-05-25,Amazonas,Iranduba,,-21.0,,,,
2020-05-26,Amazonas,Iranduba,,-13.0,,,,
2020-05-27,Amazonas,Iranduba,,-18.0,,,,
2020-05-28,Amazonas,Iranduba,,-15.0,,,,
2020-05-29,Amazonas,Iranduba,,-11.0,,,,-23.0
2020-05-30,Amazonas,Iranduba,,-4.0,,-65.0,,-32.0
2020-05-31,Amazonas,Iranduba,,0.0,,-72.0,,-47.0
2020-06-01,Amazonas,Iranduba,,-11.0,,,,
2020-06-02,Amazonas,Iranduba,,-9.0,,,,
2020-06-03,Amazonas,Iranduba,,-9.0,,,,
2020-06-04,Amazonas,Iranduba,,-10.0,,,,
2020-06-05,Amazonas,Iranduba,,-6.0,,,,-17.0
2020-06-06,Amazonas,Iranduba,,-1.0,,-63.0,,-24.0
2020-06-07,Amazonas,Iranduba,,1.0,,-72.0,,-46.0
2020-06-08,Amazonas,Iranduba,,-4.0,,,,
2020-06-09,Amazonas,Iranduba,,-6.0,,,,
2020-06-10,Amazonas,Iranduba,,-6.0,,,,
2020-06-11,Amazonas,Iranduba,,-31.0,,,,
2020-06-12,Amazonas,Iranduba,,-10.0,,,,
2020-06-13,Amazonas,Iranduba,,0.0,,-41.0,,-11.0
2020-06-14,Amazonas,Iranduba,,6.0,,-59.0,,-21.0
2020-06-15,Amazonas,Iranduba,,-2.0,,,,
2020-06-16,Amazonas,Iranduba,,0.0,,,,
2020-06-17,Amazonas,Iranduba,,-7.0,,,,
2020-06-18,Amazonas,Iranduba,,-3.0,,,,
2020-06-19,Amazonas,Iranduba,,-3.0,,,,
2020-06-20,Amazonas,Iranduba,,5.0,,-50.0,,-10.0
2020-06-21,Amazonas,Iranduba,,12.0,,-47.0,,3.0
2020-06-22,Amazonas,Iranduba,,-4.0,,,,
2020-06-23,Amazonas,Iranduba,,-1.0,,,,
2020-06-24,Amazonas,Iranduba,,-8.0,,,,
2020-06-25,Amazonas,Iranduba,,2.0,,,,
2020-06-26,Amazonas,Iranduba,,-2.0,,,,
2020-06-27,Amazonas,Iranduba,,6.0,,-57.0,,0.0
2020-06-28,Amazonas,Iranduba,,16.0,,-61.0,,7.0
2020-06-29,Amazonas,Iranduba,,0.0,,,,
2020-06-30,Amazonas,Iranduba,,6.0,,,,
2020-07-01,Amazonas,Iranduba,,1.0,,,,
2020-07-02,Amazonas,Iranduba,,7.0,,,,
2020-07-03,Amazonas,Iranduba,,6.0,,,,
2020-07-04,Amazonas,Iranduba,,14.0,,-20.0,,26.0
2020-07-05,Amazonas,Iranduba,,23.0,,-24.0,,15.0
2020-07-06,Amazonas,Iranduba,,6.0,,,,
2020-07-07,Amazonas,Iranduba,,6.0,,,,
2020-07-08,Amazonas,Iranduba,,6.0,,,,
2020-07-09,Amazonas,Iranduba,,6.0,,,,
2020-07-10,Amazonas,Iranduba,,5.0,,,,
2020-07-11,Amazonas,Iranduba,,12.0,,-8.0,,19.0
2020-07-12,Amazonas,Iranduba,,26.0,,23.0,,26.0
2020-07-13,Amazonas,Iranduba,,4.0,,,,
2020-07-14,Amazonas,Iranduba,,9.0,,,,
2020-07-15,Amazonas,Iranduba,,5.0,,,,
2020-07-16,Amazonas,Iranduba,,4.0,,,,
2020-07-17,Amazonas,Iranduba,,8.0,,,,
2020-07-18,Amazonas,Iranduba,,9.0,,,,29.0
2020-07-19,Amazonas,Iranduba,,21.0,,30.0,,32.0
2020-07-20,Amazonas,Iranduba,,8.0,,,,
2020-07-21,Amazonas,Iranduba,,19.0,,,,
2020-07-22,Amazonas,Iranduba,,8.0,,,,
2020-07-23,Amazonas,Iranduba,,14.0,,,,
2020-07-24,Amazonas,Iranduba,,17.0,,,,
2020-07-25,Amazonas,Iranduba,,16.0,,10.0,,39.0
2020-07-26,Amazonas,Iranduba,,21.0,,47.0,,45.0
2020-07-27,Amazonas,Iranduba,,9.0,,,,
2020-07-28,Amazonas,Iranduba,,12.0,,,,
2020-07-29,Amazonas,Iranduba,,11.0,,,,
2020-07-30,Amazonas,Iranduba,,10.0,,,,
2020-07-31,Amazonas,Iranduba,,14.0,,,,
2020-08-01,Amazonas,Iranduba,,14.0,,,,57.0
2020-08-02,Amazonas,Iranduba,,13.0,,42.0,,58.0
2020-08-03,Amazonas,Iranduba,,10.0,,,,
2020-08-04,Amazonas,Iranduba,,13.0,,,,
2020-08-05,Amazonas,Iranduba,,9.0,,,,
2020-08-06,Amazonas,Iranduba,,17.0,,,,
2020-08-07,Amazonas,Iranduba,,17.0,,,,
2020-08-08,Amazonas,Iranduba,,20.0,,,,49.0
2020-08-09,Amazonas,Iranduba,,32.0,,39.0,,67.0
2020-08-10,Amazonas,Iranduba,,13.0,,,,
2020-08-11,Amazonas,Iranduba,,13.0,,,,
2020-08-12,Amazonas,Iranduba,,9.0,,,,
2020-08-13,Amazonas,Iranduba,,11.0,,,,
2020-08-14,Amazonas,Iranduba,,13.0,,,,
2020-08-15,Amazonas,Iranduba,,16.0,,,,43.0
2020-08-16,Amazonas,Iranduba,,16.0,,38.0,,56.0
2020-09-11,Amazonas,Iranduba,,14.0,,,,
2020-09-12,Amazonas,Iranduba,,19.0,,-1.0,,39.0
2020-09-13,Amazonas,Iranduba,,14.0,,5.0,,19.0
2020-09-14,Amazonas,Iranduba,,14.0,,,,
2020-09-15,Amazonas,Iranduba,,21.0,,,,
2020-09-16,Amazonas,Iranduba,,15.0,,,,
2020-09-17,Amazonas,Iranduba,,20.0,,,,
2020-09-18,Amazonas,Iranduba,,21.0,,,,
2020-09-19,Amazonas,Iranduba,,15.0,,5.0,,30.0
2020-09-20,Amazonas,Iranduba,,16.0,,32.0,,9.0
2020-09-21,Amazonas,Iranduba,,10.0,,,,
2020-09-22,Amazonas,Iranduba,,19.0,,,,
2020-09-23,Amazonas,Iranduba,8.0,15.0,,,,
2020-09-24,Amazonas,Iranduba,8.0,15.0,,,,
2020-09-25,Amazonas,Iranduba,5.0,10.0,,,,
2020-09-26,Amazonas,Iranduba,,9.0,,-68.0,,-14.0
2020-09-27,Amazonas,Iranduba,,16.0,,-72.0,,-17.0
2020-09-28,Amazonas,Iranduba,7.0,16.0,,,,
2020-09-29,Amazonas,Iranduba,6.0,16.0,,,,
2020-09-30,Amazonas,Iranduba,4.0,13.0,,,,
2020-10-01,Amazonas,Iranduba,1.0,18.0,,,,
2020-10-02,Amazonas,Iranduba,3.0,15.0,,,,
2020-10-03,Amazonas,Iranduba,,11.0,,-54.0,,22.0
2020-10-04,Amazonas,Iranduba,,1.0,,-64.0,,-12.0
2020-10-05,Amazonas,Iranduba,2.0,12.0,,,,
2020-10-06,Amazonas,Iranduba,2.0,16.0,,,,
2020-10-07,Amazonas,Iranduba,4.0,15.0,,,,
2020-10-08,Amazonas,Iranduba,6.0,14.0,,,,
2020-10-09,Amazonas,Iranduba,6.0,18.0,,,,
2020-10-10,Amazonas,Iranduba,,14.0,,-50.0,,20.0
2020-10-11,Amazonas,Iranduba,,19.0,,-62.0,,10.0
2020-10-12,Amazonas,Iranduba,12.0,-35.0,,,,
2020-10-13,Amazonas,Iranduba,6.0,17.0,,,,
2020-10-14,Amazonas,Iranduba,7.0,15.0,,,,
2020-10-15,Amazonas,Iranduba,7.0,15.0,,,,
2020-10-16,Amazonas,Iranduba,8.0,16.0,,,,
2020-10-17,Amazonas,Iranduba,,19.0,,-51.0,,14.0
2020-10-18,Amazonas,Iranduba,,10.0,,-63.0,,-1.0
2020-10-19,Amazonas,Iranduba,8.0,20.0,,,,
2020-10-20,Amazonas,Iranduba,6.0,21.0,,,,
2020-10-21,Amazonas,Iranduba,8.0,17.0,,,,
2020-10-22,Amazonas,Iranduba,6.0,19.0,,,,
2020-10-23,Amazonas,Iranduba,8.0,19.0,,,,
2020-10-24,Amazonas,Iranduba,,10.0,,-43.0,,23.0
2020-10-25,Amazonas,Iranduba,,11.0,,-63.0,,6.0
2020-10-26,Amazonas,Iranduba,7.0,15.0,,,,
2020-10-27,Amazonas,Iranduba,4.0,20.0,,,,
2020-10-28,Amazonas,Iranduba,5.0,16.0,,,,
2020-10-29,Amazonas,Iranduba,6.0,17.0,,,,
2020-10-30,Amazonas,Iranduba,8.0,6.0,,,,
2020-10-31,Amazonas,Iranduba,,14.0,,-40.0,,11.0
2020-11-01,Amazonas,Iranduba,,8.0,,-58.0,,-6.0
2020-11-02,Amazonas,Iranduba,14.0,-39.0,,,,
2020-11-03,Amazonas,Iranduba,4.0,24.0,,,,
2020-11-04,Amazonas,Iranduba,6.0,13.0,,,,
2020-11-05,Amazonas,Iranduba,2.0,19.0,,,,
2020-11-06,Amazonas,Iranduba,5.0,17.0,,,,
2020-11-07,Amazonas,Iranduba,,15.0,,-54.0,,3.0
2020-11-08,Amazonas,Iranduba,,17.0,,-61.0,,14.0
2020-11-09,Amazonas,Iranduba,5.0,21.0,,,,
2020-11-10,Amazonas,Iranduba,5.0,21.0,,,,
2020-11-11,Amazonas,Iranduba,6.0,16.0,,,,
2020-11-12,Amazonas,Iranduba,4.0,23.0,,,,
2020-11-13,Amazonas,Iranduba,7.0,15.0,,,,
2020-11-14,Amazonas,Iranduba,,21.0,,-50.0,,24.0
2020-11-15,Amazonas,Iranduba,,39.0,,-74.0,,14.0
2020-11-16,Amazonas,Iranduba,5.0,10.0,,,,
2020-11-17,Amazonas,Iranduba,4.0,19.0,,,,
2020-11-18,Amazonas,Iranduba,4.0,15.0,,,,
2020-11-19,Amazonas,Iranduba,4.0,20.0,,,,
2020-11-20,Amazonas,Iranduba,11.0,-15.0,,,,
2020-11-21,Amazonas,Iranduba,,8.0,,-52.0,,-16.0
2020-11-22,Amazonas,Iranduba,,11.0,,-54.0,,-15.0
2020-11-23,Amazonas,Iranduba,5.0,19.0,,,,
2020-11-24,Amazonas,Iranduba,4.0,15.0,,,,
2020-11-25,Amazonas,Iranduba,5.0,15.0,,,,
2020-11-26,Amazonas,Iranduba,3.0,21.0,,,,
2020-11-27,Amazonas,Iranduba,4.0,25.0,,,,
2020-11-28,Amazonas,Iranduba,,18.0,,-39.0,,-1.0
2020-11-29,Amazonas,Iranduba,,24.0,,-69.0,,-40.0
2020-11-30,Amazonas,Iranduba,6.0,20.0,,,,
2020-12-01,Amazonas,Iranduba,2.0,21.0,,,,
2020-12-02,Amazonas,Iranduba,3.0,22.0,,,,
2020-12-03,Amazonas,Iranduba,2.0,24.0,,,,
2020-12-04,Amazonas,Iranduba,4.0,21.0,,,,
2020-12-05,Amazonas,Iranduba,,20.0,,-36.0,,-5.0
2020-12-06,Amazonas,Iranduba,,14.0,,-30.0,,-6.0
2020-12-07,Amazonas,Iranduba,8.0,3.0,,,,
2020-12-08,Amazonas,Iranduba,8.0,-14.0,,,,
2020-12-09,Amazonas,Iranduba,4.0,20.0,,,,
2020-12-10,Amazonas,Iranduba,7.0,9.0,,,,
2020-12-11,Amazonas,Iranduba,7.0,24.0,,,,
2020-12-12,Amazonas,Iranduba,,21.0,,-9.0,,-7.0
2020-12-13,Amazonas,Iranduba,,18.0,,-10.0,,-10.0
2020-12-14,Amazonas,Iranduba,6.0,20.0,,,,
2020-12-15,Amazonas,Iranduba,6.0,17.0,,,,
2020-12-16,Amazonas,Iranduba,5.0,23.0,,,,
2020-12-17,Amazonas,Iranduba,4.0,24.0,,,,
2020-12-18,Amazonas,Iranduba,5.0,24.0,,,,
2020-12-19,Amazonas,Iranduba,,23.0,,-22.0,,-6.0
2020-12-20,Amazonas,Iranduba,,23.0,,-34.0,,-14.0
2020-12-21,Amazonas,Iranduba,3.0,22.0,,,,
2020-12-22,Amazonas,Iranduba,2.0,19.0,,,,
2020-12-23,Amazonas,Iranduba,2.0,12.0,,,,
2020-12-24,Amazonas,Iranduba,3.0,0.0,,,,
2020-12-25,Amazonas,Iranduba,15.0,-53.0,,,,
2020-12-26,Amazonas,Iranduba,,0.0,,-33.0,,-13.0
2020-12-27,Amazonas,Iranduba,,8.0,,-19.0,,-21.0
2020-12-28,Amazonas,Iranduba,10.0,8.0,,,,
2020-12-29,Amazonas,Iranduba,10.0,8.0,,,,
2020-12-30,Amazonas,Iranduba,5.0,8.0,,,,
2020-12-31,Amazonas,Iranduba,8.0,-7.0,,,,
2020-02-15,Amazonas,Itacoatiara,,4.0,,,2.0,-8.0
2020-02-16,Amazonas,Itacoatiara,,-3.0,,,,
2020-02-17,Amazonas,Itacoatiara,-1.0,19.0,,,-1.0,
2020-02-18,Amazonas,Itacoatiara,0.0,15.0,,,-1.0,
2020-02-19,Amazonas,Itacoatiara,0.0,16.0,,,-7.0,-6.0
2020-02-20,Amazonas,Itacoatiara,0.0,13.0,,,9.0,2.0
2020-02-21,Amazonas,Itacoatiara,-1.0,17.0,,,5.0,-5.0
2020-02-22,Amazonas,Itacoatiara,,3.0,,,3.0,5.0
2020-02-23,Amazonas,Itacoatiara,,-5.0,,,,
2020-02-24,Amazonas,Itacoatiara,,-28.0,,,7.0,
2020-02-25,Amazonas,Itacoatiara,,-42.0,,,-2.0,0.0
2020-02-26,Amazonas,Itacoatiara,,-23.0,,,-8.0,-18.0
2020-02-27,Amazonas,Itacoatiara,3.0,13.0,,,4.0,-8.0
2020-02-28,Amazonas,Itacoatiara,2.0,16.0,,,16.0,0.0
2020-02-29,Amazonas,Itacoatiara,,7.0,,,21.0,1.0
2020-03-01,Amazonas,Itacoatiara,,-5.0,,,,
2020-03-02,Amazonas,Itacoatiara,4.0,16.0,,,5.0,
2020-03-03,Amazonas,Itacoatiara,-1.0,18.0,,,31.0,
2020-03-04,Amazonas,Itacoatiara,-1.0,15.0,,,12.0,-4.0
2020-03-05,Amazonas,Itacoatiara,1.0,13.0,,,14.0,2.0
2020-03-06,Amazonas,Itacoatiara,1.0,19.0,,,9.0,-10.0
2020-03-07,Amazonas,Itacoatiara,,2.0,,,16.0,-2.0
2020-03-08,Amazonas,Itacoatiara,,-7.0,,,,
2020-03-09,Amazonas,Itacoatiara,0.0,24.0,,,6.0,
2020-03-10,Amazonas,Itacoatiara,1.0,21.0,,,3.0,
2020-03-11,Amazonas,Itacoatiara,0.0,20.0,,,4.0,-10.0
2020-03-12,Amazonas,Itacoatiara,0.0,11.0,,,-19.0,-26.0
2020-03-13,Amazonas,Itacoatiara,1.0,20.0,,,6.0,-17.0
2020-03-14,Amazonas,Itacoatiara,,4.0,,,-1.0,-17.0
2020-03-15,Amazonas,Itacoatiara,,-2.0,,,,
2020-03-16,Amazonas,Itacoatiara,0.0,17.0,,,1.0,-12.0
2020-03-17,Amazonas,Itacoatiara,4.0,9.0,,,7.0,-16.0
2020-03-18,Amazonas,Itacoatiara,7.0,-2.0,,,8.0,-17.0
2020-03-19,Amazonas,Itacoatiara,,-17.0,,,-21.0,-41.0
2020-03-20,Amazonas,Itacoatiara,,-7.0,,,18.0,-22.0
2020-03-21,Amazonas,Itacoatiara,,-9.0,,,-10.0,-40.0
2020-03-22,Amazonas,Itacoatiara,,-21.0,,,,-58.0
2020-03-23,Amazonas,Itacoatiara,,-22.0,,,-18.0,-46.0
2020-03-24,Amazonas,Itacoatiara,,-24.0,,,-14.0,-49.0
2020-03-25,Amazonas,Itacoatiara,,-28.0,,,-16.0,-54.0
2020-03-26,Amazonas,Itacoatiara,,-30.0,,,-19.0,-51.0
2020-03-27,Amazonas,Itacoatiara,,-25.0,,,-7.0,-50.0
2020-03-28,Amazonas,Itacoatiara,,-19.0,,,-18.0,-56.0
2020-03-29,Amazonas,Itacoatiara,,-22.0,,,,-65.0
2020-03-30,Amazonas,Itacoatiara,,-25.0,,,-6.0,-45.0
2020-03-31,Amazonas,Itacoatiara,,-26.0,,,4.0,-45.0
2020-04-01,Amazonas,Itacoatiara,,-24.0,,,4.0,-40.0
2020-04-02,Amazonas,Itacoatiara,,-28.0,,,-2.0,-42.0
2020-04-03,Amazonas,Itacoatiara,,-22.0,,,7.0,-42.0
2020-04-04,Amazonas,Itacoatiara,,-22.0,,,-12.0,-53.0
2020-04-05,Amazonas,Itacoatiara,,-22.0,,,,-62.0
2020-04-06,Amazonas,Itacoatiara,,-27.0,,,-6.0,-47.0
2020-04-07,Amazonas,Itacoatiara,,-25.0,,,1.0,-44.0
2020-04-08,Amazonas,Itacoatiara,,-28.0,,,-11.0,-52.0
2020-04-09,Amazonas,Itacoatiara,,-32.0,,,-4.0,-48.0
2020-04-10,Amazonas,Itacoatiara,,-57.0,,,-55.0,-71.0
2020-04-11,Amazonas,Itacoatiara,,-25.0,,-53.0,-15.0,-61.0
2020-04-12,Amazonas,Itacoatiara,,-16.0,,-41.0,,-65.0
2020-04-13,Amazonas,Itacoatiara,,-25.0,,,-11.0,-51.0
2020-04-14,Amazonas,Itacoatiara,,-26.0,,,-19.0,-53.0
2020-04-15,Amazonas,Itacoatiara,,-31.0,,,-14.0,-59.0
2020-04-16,Amazonas,Itacoatiara,,-29.0,,,-8.0,-55.0
2020-04-17,Amazonas,Itacoatiara,,-25.0,,,-7.0,-55.0
2020-04-18,Amazonas,Itacoatiara,,-16.0,,,-9.0,-53.0
2020-04-19,Amazonas,Itacoatiara,,-26.0,,-50.0,,-71.0
2020-04-20,Amazonas,Itacoatiara,,-30.0,,,-4.0,-47.0
2020-04-21,Amazonas,Itacoatiara,,-45.0,,,-19.0,-62.0
2020-04-22,Amazonas,Itacoatiara,,-31.0,,,-15.0,-56.0
2020-04-23,Amazonas,Itacoatiara,,-30.0,,,-6.0,-50.0
2020-04-24,Amazonas,Itacoatiara,,-26.0,,,-10.0,-55.0
2020-04-25,Amazonas,Itacoatiara,,-21.0,,,-23.0,-61.0
2020-04-26,Amazonas,Itacoatiara,,-22.0,,,,-66.0
2020-04-27,Amazonas,Itacoatiara,,-24.0,,,-10.0,-47.0
2020-04-28,Amazonas,Itacoatiara,,-26.0,,,0.0,-46.0
2020-04-29,Amazonas,Itacoatiara,,-26.0,,,3.0,-47.0
2020-04-30,Amazonas,Itacoatiara,,-25.0,,,14.0,-43.0
2020-05-01,Amazonas,Itacoatiara,,-47.0,,,-7.0,-66.0
2020-05-02,Amazonas,Itacoatiara,,-22.0,,-49.0,-6.0,-59.0
2020-05-03,Amazonas,Itacoatiara,,-22.0,,-44.0,,-67.0
2020-05-04,Amazonas,Itacoatiara,,-25.0,,,13.0,-48.0
2020-05-05,Amazonas,Itacoatiara,,-25.0,,,27.0,-44.0
2020-05-06,Amazonas,Itacoatiara,,-31.0,,,11.0,-53.0
2020-05-07,Amazonas,Itacoatiara,,-29.0,,,13.0,-49.0
2020-05-08,Amazonas,Itacoatiara,,-27.0,,,15.0,-51.0
2020-05-09,Amazonas,Itacoatiara,,-13.0,,,23.0,-53.0
2020-05-10,Amazonas,Itacoatiara,,-12.0,,,,-62.0
2020-05-11,Amazonas,Itacoatiara,,-26.0,,,1.0,-52.0
2020-05-12,Amazonas,Itacoatiara,,-26.0,,,6.0,-54.0
2020-05-13,Amazonas,Itacoatiara,,-28.0,,,0.0,-59.0
2020-05-14,Amazonas,Itacoatiara,,-28.0,,,-9.0,-59.0
2020-05-15,Amazonas,Itacoatiara,,-27.0,,,-16.0,-66.0
2020-05-16,Amazonas,Itacoatiara,,-16.0,,,-2.0,-61.0
2020-05-17,Amazonas,Itacoatiara,,-14.0,,,,-68.0
2020-05-18,Amazonas,Itacoatiara,,-27.0,,,0.0,-55.0
2020-05-19,Amazonas,Itacoatiara,,-24.0,,,1.0,-58.0
2020-05-20,Amazonas,Itacoatiara,,-27.0,,,5.0,-57.0
2020-05-21,Amazonas,Itacoatiara,,-25.0,,,4.0,-57.0
2020-05-22,Amazonas,Itacoatiara,,-19.0,,,4.0,-58.0
2020-05-23,Amazonas,Itacoatiara,,-14.0,,,0.0,-60.0
2020-05-24,Amazonas,Itacoatiara,,-21.0,,-42.0,,-74.0
2020-05-25,Amazonas,Itacoatiara,,-20.0,,,16.0,-49.0
2020-05-26,Amazonas,Itacoatiara,,-22.0,,,11.0,-57.0
2020-05-27,Amazonas,Itacoatiara,,-20.0,,,22.0,-52.0
2020-05-28,Amazonas,Itacoatiara,,-23.0,,,19.0,-49.0
2020-05-29,Amazonas,Itacoatiara,,-17.0,,,34.0,-50.0
2020-05-30,Amazonas,Itacoatiara,,-1.0,,,29.0,-44.0
2020-05-31,Amazonas,Itacoatiara,,-4.0,,,,-62.0
2020-06-01,Amazonas,Itacoatiara,,-20.0,,,19.0,-45.0
2020-06-02,Amazonas,Itacoatiara,,-13.0,,,35.0,-39.0
2020-06-03,Amazonas,Itacoatiara,,-13.0,,,34.0,-40.0
2020-06-04,Amazonas,Itacoatiara,,-16.0,,,34.0,-45.0
2020-06-05,Amazonas,Itacoatiara,,-10.0,,,52.0,-43.0
2020-06-06,Amazonas,Itacoatiara,,6.0,,,53.0,-46.0
2020-06-07,Amazonas,Itacoatiara,,2.0,,,,-57.0
2020-06-08,Amazonas,Itacoatiara,,-6.0,,,71.0,-35.0
2020-06-09,Amazonas,Itacoatiara,,-7.0,,,55.0,-43.0
2020-06-10,Amazonas,Itacoatiara,,-7.0,,,53.0,-39.0
2020-06-11,Amazonas,Itacoatiara,,-27.0,,,17.0,-55.0
2020-06-12,Amazonas,Itacoatiara,,-10.0,,,38.0,-35.0
2020-06-13,Amazonas,Itacoatiara,,9.0,,,26.0,-37.0
2020-06-14,Amazonas,Itacoatiara,,13.0,,,,-48.0
2020-06-15,Amazonas,Itacoatiara,,1.0,,,28.0,-31.0
2020-06-16,Amazonas,Itacoatiara,,-1.0,,,21.0,-38.0
2020-06-17,Amazonas,Itacoatiara,,-6.0,,,21.0,-39.0
